year,date,rank,song,artist,binary,language,total_words,non_e_words,percent,individual songs,position,streams,spotify date,spins,radio_rank
2020,2020-01-04,50,ransom,lil tecca,0,english,407,0,0,NA,47,4011719,2019-12-26,431,225
2020,2020-01-04,51,falling,trevor daniel,0,english,328,0,0,NA,52,3844121,2019-12-26,196,501
2020,2020-01-04,51,falling,trevor daniel,0,english,328,0,0,NA,9,7180944,2019-12-26,196,501
2020,2020-01-04,52,dont start now,dua lipa,0,english,278,0,0,NA,48,3973162,2019-12-26,2892,19
2020,2020-01-04,53,adore you,harry styles,0,english,303,0,0,NA,16,6175364,2019-12-26,2119,43
2020,2020-01-04,54,one man band,old dominion,0,english,315,0,0,NA,201,1899349,2019-12-26,2208,41
2020,2020-01-04,55,hot girl bummer,blackbear,0,english,513,0,0,NA,43,4482839,2019-12-26,2449,30
2020,2020-01-04,56,suicidal,ynw melly,0,english,442,0,0,NA,39,4601276,2019-12-26,196,501
2020,2020-01-04,57,lover,taylor swift,0,english,284,0,0,NA,201,1899349,2019-12-26,2432,32
2020,2020-01-04,58,on chill,wale,0,english,576,0,0,NA,201,1899349,2019-12-26,3439,16
2020,2020-01-04,59,even though im leaving,luke combs,0,english,340,0,0,NA,201,1899349,2019-12-26,2703,22
2020,2020-01-04,60,no idea,don toliver,0,english,412,0,0,NA,46,4319260,2019-12-26,196,501
2020,2020-01-04,61,graveyard,halsey,0,english,370,0,0,NA,161,2114884,2019-12-26,2677,24
2020,2020-01-04,62,my oh my,camila cabello,0,english,443,0,0,NA,36,4714877,2019-12-26,388,249
2020,2020-01-04,63,juicy,doja cat,0,english,690,0,0,NA,196,1920454,2019-12-26,2328,37
2020,2020-01-04,64,the bones,maren morris,0,english,319,0,0,NA,201,1899349,2019-12-26,2710,21
2020,2020-01-04,65,playing games,summer walker,0,english,269,0,0,NA,201,1899349,2019-12-26,1839,51
2020,2020-01-04,66,heat,chris brown,0,english,659,0,0,NA,201,1899349,2019-12-26,2664,25
2020,2020-01-04,67,into the unknown,idina menzel,0,english,303,0,0,NA,114,2528012,2019-12-26,196,501
2020,2020-01-04,68,vibez,dababy,0,english,599,0,0,NA,60,3576586,2019-12-26,196,501
2020,2020-01-04,69,happy xmas war is over,john legend,0,english,231,0,0,1,32,4874096,2019-12-26,196,501
2020,2020-01-04,70,heart on ice,rod wave,0,english,262,0,0,NA,201,1899349,2019-12-26,196,501
2020,2020-01-04,71,what if i never get over you,lady antebellum,0,english,291,0,0,NA,201,1899349,2019-12-26,2505,27
2020,2020-01-04,72,blinding lights,the weeknd,0,english,259,0,0,NA,31,4905836,2019-12-26,380,254
2020,2020-01-04,73,ridin roads,dustin lynch,0,english,367,0,0,NA,201,1899349,2019-12-26,2527,26
2020,2020-01-04,74,camelot,nle choppa,0,english,663,2,0.3,NA,85,3000144,2019-12-26,425,229
2020,2020-01-04,75,heartache medication,jon pardi,0,english,240,0,0,NA,201,1899349,2019-12-26,2370,34
2020,2020-01-04,76,start wit me,roddy ricch,0,english,595,0,0,NA,94,2828617,2019-12-26,196,501
2020,2020-01-04,77,take what you want,post malone,0,english,471,0,0,NA,106,2612453,2019-12-26,366,263
2020,2020-01-04,78,leave em alone,layton greene,0,english,526,0,0,NA,201,1899349,2019-12-26,2997,17
2020,2020-01-04,79,hate me,ellie goulding,0,english,557,0,0,1,100,2788619,2019-12-26,196,501
2020,2020-01-04,80,kinfolks,sam hunt,0,english,377,0,0,NA,201,1899349,2019-12-26,1939,48
2020,2020-01-04,81,let me know,juice wrld,0,english,435,1,0.23,1,68,3344348,2019-12-26,196,501
2020,2020-01-04,82,remember you young,thomas rhett,0,english,233,0,0,NA,201,1899349,2019-12-26,2351,35
2020,2020-01-04,83,death,trippie redd,0,english,460,0,0,1,84,3080222,2019-12-26,196,501
2020,2020-01-04,84,223s,ynw melly,0,english,561,0,0,NA,53,3801581,2019-12-26,196,501
2020,2020-01-04,85,slide,her,0,english,560,6,1.07,NA,201,1899349,2019-12-26,1297,73
2020,2020-01-04,86,ritmo bad boys for life,black eyed peas,0,english,600,281,46.83,NA,180,1980628,2019-12-26,757,119
2020,2020-01-04,87,watermelon sugar,harry styles,0,english,233,0,0,NA,26,5152495,2019-12-26,196,501
2020,2020-01-04,88,homesick,kane brown,0,english,274,0,0,NA,201,1899349,2019-12-26,1629,58
2020,2020-01-04,89,slow dancing in the dark,joji,0,english,254,0,0,NA,141,2324422,2019-12-26,196,501
2020,2020-01-04,90,easy,danileigh,0,english,360,0,0,NA,201,1899349,2019-12-26,196,501
2020,2020-01-04,91,vete,bad bunny,1,spanish,376,376,100,NA,103,2760590,2019-12-26,196,501
2020,2020-01-04,92,baby sitter,dababy,0,english,711,0,0,1,201,1899349,2019-12-26,1996,45
2020,2020-01-04,93,nice to meet ya,niall horan,0,english,278,4,1.44,NA,201,1899349,2019-12-26,1682,56
2020,2020-01-04,94,yellow hearts,ant saunders,0,english,459,0,0,NA,101,2771529,2019-12-26,196,501
2020,2020-01-04,95,tip toe,roddy ricch,0,english,600,7,1.17,NA,111,2556171,2019-12-26,196,501
2020,2020-01-04,96,candy,doja cat,0,english,383,0,0,NA,201,1899349,2019-12-26,196,501
2020,2020-01-04,97,best on earth,russ,0,english,485,0,0,NA,201,1899349,2019-12-26,1244,76
2020,2020-01-04,98,tusa,karol g,1,spanish,431,312,72.39,NA,160,2133436,2019-12-26,196,501
2020,2020-01-04,99,enemies,post malone,0,english,590,0,0,NA,155,2175802,2019-12-26,1290,74
2020,2020-01-04,100,south of the border,ed sheeran,0,english,603,35,5.8,NA,201,1899349,2019-12-26,1239,77
2020,2020-01-11,1,circles,post malone,0,english,314,0,0,1,3,7932216,2020-01-02,7274,2
2020,2020-01-11,2,memories,maroon 5,0,english,442,0,0,1,28,4416365,2020-01-02,5926,5
2020,2020-01-11,3,the box,roddy ricch,0,english,540,3,0.56,NA,1,12533419,2020-01-02,201,501
2020,2020-01-11,4,someone you loved,lewis capaldi,0,english,323,0,0,1,23,4729716,2020-01-02,5324,6
2020,2020-01-11,5,roxanne,arizona zervas,0,english,355,0,0,1,2,9844160,2020-01-02,3759,12
2020,2020-01-11,6,good as hell,lizzo,0,english,371,0,0,1,93,4099222,2020-01-02,7814,1
2020,2020-01-11,7,dance monkey,tones and i,0,english,434,0,0,NA,9,6520438,2020-01-02,3587,14
2020,2020-01-11,8,highest in the room,travis scott,0,english,360,3,0.83,1,10,10833666,2020-01-02,2988,19
2020,2020-01-11,9,10000 hours,dan and shay,0,english,319,0,0,NA,45,3298212,2020-01-02,6501,3
2020,2020-01-11,10,lose you to love me,selena gomez,0,english,359,0,0,NA,36,3934852,2020-01-02,6025,4
2020,2020-01-11,11,senorita,shawn mendes,0,english,357,5,1.4,1,44,3346681,2020-01-02,2756,21
2020,2020-01-11,12,ballin,dj mustard,0,english,577,5,0.87,NA,13,5527310,2020-01-02,4145,9
2020,2020-01-11,13,bop,dababy,0,english,708,0,0,NA,4,7560429,2020-01-02,2364,37
2020,2020-01-11,14,bad guy,billie eilish,0,english,222,0,0,1,30,4304151,2020-01-02,2382,35
2020,2020-01-11,15,old town road,lil nas x,0,english,310,0,0,1,87,2330214,2020-01-02,595,297
2020,2020-01-11,16,no guidance,chris brown,0,english,612,0,0,NA,47,3280835,2020-01-02,3479,15
2020,2020-01-11,17,panini,lil nas x,0,english,212,2,0.94,1,85,2530052,2020-01-02,3982,10
2020,2020-01-11,18,truth hurts,lizzo,0,english,428,0,0,1,38,3716353,2020-01-02,4229,8
2020,2020-01-11,19,trampoline,shaed,0,english,218,0,0,NA,115,2067884,2020-01-02,5119,7
2020,2020-01-11,20,heartless,the weeknd,0,english,378,0,0,NA,121,2024415,2020-01-02,3891,11
2020,2020-01-11,20,heartless,the weeknd,0,english,378,0,0,NA,25,4690204,2020-01-02,3891,11
2020,2020-01-11,21,dont start now,dua lipa,0,english,278,0,0,NA,27,4566814,2020-01-02,3006,18
2020,2020-01-11,22,bandit,juice wrld,0,english,627,0,0,1,7,6851628,2020-01-02,500,197
2020,2020-01-11,23,everything i wanted,billie eilish,0,english,305,0,0,NA,11,5755926,2020-01-02,2077,44
2020,2020-01-11,24,hot,young thug,0,english,572,0,0,NA,95,2272554,2020-01-02,2225,41
2020,2020-01-11,24,hot,young thug,0,english,572,0,0,NA,40,3516323,2020-01-02,2225,41
2020,2020-01-11,25,only human,jonas brothers,0,english,329,0,0,1,201,1513809,2020-01-02,3678,13
2020,2020-01-11,26,one man band,old dominion,0,english,315,0,0,1,134,1886449,2020-01-02,2213,42
2020,2020-01-11,27,woah,lil baby,0,english,664,1,0.15,NA,34,4021843,2020-01-02,1414,65
2020,2020-01-11,28,i dont care,ed sheeran,0,english,531,0,0,1,113,2071194,2020-01-02,2230,40
2020,2020-01-11,29,sucker,jonas brothers,0,english,381,0,0,1,116,2063509,2020-01-02,2893,20
2020,2020-01-11,30,even though im leaving,luke combs,0,english,340,0,0,1,201,1513809,2020-01-02,2717,23
2020,2020-01-11,31,falling,trevor daniel,0,english,328,0,0,NA,42,3373159,2020-01-02,201,501
2020,2020-01-11,31,falling,trevor daniel,0,english,328,0,0,NA,5,7197448,2020-01-02,201,501
2020,2020-01-11,32,hot girl bummer,blackbear,0,english,513,0,0,NA,24,4713252,2020-01-02,2511,30
2020,2020-01-11,33,ransom,lil tecca,0,english,407,0,0,1,37,6002052,2020-01-02,452,218
2020,2020-01-11,34,lover,taylor swift,0,english,284,0,0,1,201,1513809,2020-01-02,2492,31
2020,2020-01-11,35,adore you,harry styles,0,english,303,0,0,NA,12,5638884,2020-01-02,2182,43
2020,2020-01-11,36,the bones,maren morris,0,english,319,0,0,NA,182,1584999,2020-01-02,2722,22
2020,2020-01-11,37,graveyard,halsey,0,english,370,0,0,NA,98,2257139,2020-01-02,2715,24
2020,2020-01-11,38,out west,jackboys,0,english,492,0,0,1,6,6996820,2020-01-02,201,501
2020,2020-01-11,39,on chill,wale,0,english,576,0,0,NA,201,1513809,2020-01-02,3453,16
2020,2020-01-11,40,talk,khalid,0,english,278,0,0,1,94,2284214,2020-01-02,2709,32
2020,2020-01-11,41,suicidal,ynw melly,0,english,442,0,0,NA,14,5522267,2020-01-02,201,501
2020,2020-01-11,42,beautiful people,ed sheeran,0,english,338,0,0,1,64,2647825,2020-01-02,2547,28
2020,2020-01-11,43,suge,dababy,0,english,745,0,0,1,32,4082244,2020-01-02,1350,70
2020,2020-01-11,44,futsal shuffle 2020,lil uzi vert,0,english,762,2,0.26,NA,8,6669212,2020-01-02,201,501
2020,2020-01-11,45,juicy,doja cat,0,english,690,0,0,NA,118,2056983,2020-01-02,2359,38
2020,2020-01-11,46,no idea,don toliver,0,english,412,0,0,1,26,4660645,2020-01-02,201,501
2020,2020-01-11,47,baby,quality control,0,english,556,0,0,1,67,2591914,2020-01-02,1881,50
2020,2020-01-11,48,gang gang,jackboys,0,english,770,3,0.39,1,22,4792831,2020-01-02,201,501
2020,2020-01-11,49,what if i never get over you,lady antebellum,0,english,291,0,0,NA,201,1513809,2020-01-02,201,501
2020,2020-01-11,50,my oh my,camila cabello,0,english,443,0,0,NA,17,4960127,2020-01-02,431,232
2020,2020-01-11,51,ridin roads,dustin lynch,0,english,367,0,0,NA,201,1513809,2020-01-02,2570,26
2020,2020-01-11,52,had enough,don toliver,0,english,400,2,0.5,1,15,5420011,2020-01-02,201,501
2020,2020-01-11,53,heat,chris brown,0,english,659,0,0,1,201,1513809,2020-01-02,2671,25
2020,2020-01-11,54,playing games,summer walker,0,english,269,0,0,NA,201,1513809,2020-01-02,1850,52
2020,2020-01-11,55,into the unknown,idina menzel,0,english,303,0,0,1,71,2529129,2020-01-02,201,501
2020,2020-01-11,56,what to do,jackboys,0,english,431,0,0,1,18,4939870,2020-01-02,201,501
2020,2020-01-11,57,vibez,dababy,0,english,599,0,0,NA,31,4091021,2020-01-02,201,501
2020,2020-01-11,58,heartache medication,jon pardi,0,english,240,0,0,NA,201,1513809,2020-01-02,2414,34
2020,2020-01-11,59,blinding lights,the weeknd,0,english,259,0,0,NA,16,5144586,2020-01-02,406,247
2020,2020-01-11,60,kinfolks,sam hunt,0,english,377,0,0,NA,201,1513809,2020-01-02,1971,48
2020,2020-01-11,61,remember you young,thomas rhett,0,english,233,0,0,1,201,1513809,2020-01-02,2381,36
2020,2020-01-11,62,heart on ice,rod wave,0,english,262,0,0,NA,124,1959188,2020-01-02,201,501
2020,2020-01-11,63,take what you want,post malone,0,english,471,0,0,1,70,2554371,2020-01-02,365,272
2020,2020-01-11,64,homesick,kane brown,0,english,274,0,0,NA,201,1513809,2020-01-02,1637,59
2020,2020-01-11,65,camelot,nle choppa,0,english,663,2,0.3,1,55,2876047,2020-01-02,405,249
2020,2020-01-11,66,ritmo bad boys for life,black eyed peas,0,english,600,281,46.83,NA,105,2157137,2020-01-02,201,501
2020,2020-01-11,67,leave em alone,layton greene,0,english,526,0,0,1,201,1513809,2020-01-02,201,501
2020,2020-01-11,68,start wit me,roddy ricch,0,english,595,0,0,NA,58,2767556,2020-01-02,201,501
2020,2020-01-11,69,gatti,jackboys,0,english,477,10,2.1,1,41,3379341,2020-01-02,201,501
2020,2020-01-11,70,high fashion,roddy ricch,0,english,629,4,0.64,NA,144,1820280,2020-01-02,201,501
2020,2020-01-11,71,toes,dababy,0,english,625,0,0,NA,54,2922466,2020-01-02,201,501
2020,2020-01-11,72,south of the border,ed sheeran,0,english,603,35,5.8,NA,146,1813304,2020-01-02,1296,74
2020,2020-01-11,73,slide,her,0,english,560,6,1.07,NA,201,1513809,2020-01-02,1323,73
2020,2020-01-11,74,i hope,gabby barrett,0,english,471,0,0,NA,201,1513809,2020-01-02,586,158
2020,2020-01-11,75,nice to meet ya,niall horan,0,english,278,4,1.44,1,190,1537875,2020-01-02,1711,56
2020,2020-01-11,76,tusa,karol g,1,spanish,431,312,72.39,NA,83,2380465,2020-01-02,201,501
2020,2020-01-11,77,we back,jason aldean,0,english,388,0,0,NA,201,1513809,2020-01-02,1725,55
2020,2020-01-11,78,223s,ynw melly,0,english,561,0,0,1,39,3640307,2020-01-02,201,501
2020,2020-01-11,79,easy,danileigh,0,english,360,0,0,1,201,1513809,2020-01-02,1748,54
2020,2020-01-11,80,slow dancing in the dark,joji,0,english,254,0,0,1,80,2418211,2020-01-02,201,501
2020,2020-01-11,81,best on earth,russ,0,english,485,0,0,NA,165,1704346,2020-01-02,1269,76
2020,2020-01-11,82,watermelon sugar,harry styles,0,english,233,0,0,NA,21,4811184,2020-01-02,201,501
2020,2020-01-11,83,vete,bad bunny,1,spanish,376,376,100,NA,63,2664877,2020-01-02,201,501
2020,2020-01-11,84,make me want to,jimmie allen,0,english,322,0,0,NA,201,1513809,2020-01-02,1785,53
2020,2020-01-11,85,enemies,post malone,0,english,590,0,0,1,100,2211466,2020-01-02,1290,75
2020,2020-01-11,86,what she wants tonight,luke bryan,0,english,377,0,0,NA,201,1513809,2020-01-02,1393,68
2020,2020-01-11,87,homecoming queen,kelsea ballerini,0,english,245,0,0,NA,201,1513809,2020-01-02,1002,94
2020,2020-01-11,88,more hearts than mine,ingrid andress,0,english,305,0,0,NA,201,1513809,2020-01-02,1149,83
2020,2020-01-11,89,tip toe,roddy ricch,0,english,600,7,1.17,NA,86,2339104,2020-01-02,201,501
2020,2020-01-11,90,i wish grandpas never died,riley green,0,english,336,0,0,NA,201,1513809,2020-01-02,978,100
2020,2020-01-11,91,death,trippie redd,0,english,460,0,0,NA,49,3140564,2020-01-02,201,501
2020,2020-01-11,92,yellow hearts,ant saunders,0,english,459,0,0,1,52,2927837,2020-01-02,201,501
2020,2020-01-11,93,jerry sprunger,tory lanez,0,english,664,0,0,NA,201,1513809,2020-01-02,1121,85
2020,2020-01-11,94,let me know,juice wrld,0,english,435,1,0.23,NA,56,2851530,2020-01-02,201,501
2020,2020-01-11,95,loco contigo,dj snake,1,spanish,388,276,71.13,1,201,1513809,2020-01-02,689,136
2020,2020-01-11,96,candy,doja cat,0,english,383,0,0,1,139,1857037,2020-01-02,201,501
2020,2020-01-11,97,heartless,diplo,0,english,386,0,0,NA,121,2024415,2020-01-02,201,501
2020,2020-01-11,97,heartless,diplo,0,english,386,0,0,NA,25,4690204,2020-01-02,201,501
2020,2020-01-11,98,china,anuel aa,1,spanish,731,719,98.36,1,201,1513809,2020-01-02,237,418
2020,2020-01-11,99,slow dance in a parking lot,jordan davis,0,english,277,0,0,NA,201,1513809,2020-01-02,201,501
2020,2020-01-11,100,july,noah cyrus,0,english,187,0,0,NA,77,2471620,2020-01-02,201,501
2020,2020-01-18,1,the box,roddy ricch,0,english,540,3,0.56,1,1,18952305,2020-01-09,619,156
2020,2020-01-18,2,yummy,justin bieber,0,english,445,2,0.45,1,3,9648561,2020-01-09,3841,15
2020,2020-01-18,3,circles,post malone,0,english,314,0,0,NA,4,8244725,2020-01-09,8238,2
2020,2020-01-18,4,memories,maroon 5,0,english,442,0,0,NA,27,4510361,2020-01-09,6796,5
2020,2020-01-18,5,10000 hours,dan and shay,0,english,319,0,0,1,43,3355067,2020-01-09,7155,3
2020,2020-01-18,6,someone you loved,lewis capaldi,0,english,323,0,0,NA,25,4604720,2020-01-09,225,465
2020,2020-01-18,6,someone you loved,lewis capaldi,0,english,323,0,0,NA,25,4604720,2020-01-09,5758,6
2020,2020-01-18,7,dance monkey,tones and i,0,english,434,0,0,NA,7,6986158,2020-01-09,4161,13
2020,2020-01-18,8,good as hell,lizzo,0,english,371,0,0,NA,163,1703493,2020-01-09,8301,1
2020,2020-01-18,8,good as hell,lizzo,0,english,371,0,0,NA,117,2090569,2020-01-09,8301,1
2020,2020-01-18,9,roxanne,arizona zervas,0,english,355,0,0,NA,2,9671478,2020-01-09,4522,8
2020,2020-01-18,10,lose you to love me,selena gomez,0,english,359,0,0,NA,28,4291918,2020-01-09,6892,4
2020,2020-01-18,11,ballin,dj mustard,0,english,577,5,0.87,1,11,6166618,2020-01-09,4375,10
2020,2020-01-18,12,bop,dababy,0,english,708,0,0,1,5,7985170,2020-01-09,2780,26
2020,2020-01-18,13,highest in the room,travis scott,0,english,360,3,0.83,NA,35,3735347,2020-01-09,3348,19
2020,2020-01-18,13,highest in the room,travis scott,0,english,360,3,0.83,NA,24,4640947,2020-01-09,3348,19
2020,2020-01-18,14,dont start now,dua lipa,0,english,278,0,0,NA,16,5216621,2020-01-09,3667,18
2020,2020-01-18,15,no guidance,chris brown,0,english,612,0,0,1,48,3216358,2020-01-09,3677,17
2020,2020-01-18,16,trampoline,shaed,0,english,218,0,0,1,96,2239963,2020-01-09,5579,7
2020,2020-01-18,17,heartless,the weeknd,0,english,378,0,0,NA,108,2171386,2020-01-09,4476,9
2020,2020-01-18,17,heartless,the weeknd,0,english,378,0,0,NA,21,4784585,2020-01-09,4476,9
2020,2020-01-18,18,senorita,shawn mendes,0,english,357,5,1.4,NA,46,3289924,2020-01-09,2909,22
2020,2020-01-18,19,everything i wanted,billie eilish,0,english,305,0,0,NA,10,6181388,2020-01-09,2559,35
2020,2020-01-18,20,truth hurts,lizzo,0,english,428,0,0,NA,39,3433280,2020-01-09,4279,11
2020,2020-01-18,21,hot,young thug,0,english,572,0,0,1,41,5638708,2020-01-09,1510,65
2020,2020-01-18,22,woah,lil baby,0,english,664,1,0.15,NA,26,4528520,2020-01-09,1669,58
2020,2020-01-18,23,panini,lil nas x,0,english,212,2,0.94,NA,139,1880826,2020-01-09,4162,12
2020,2020-01-18,23,panini,lil nas x,0,english,212,2,0.94,NA,104,2207112,2020-01-09,4162,12
2020,2020-01-18,24,adore you,harry styles,0,english,303,0,0,NA,13,5918797,2020-01-09,2496,37
2020,2020-01-18,25,only human,jonas brothers,0,english,329,0,0,NA,201,1536995,2020-01-09,3852,14
2020,2020-01-18,26,the bones,maren morris,0,english,319,0,0,NA,201,1536995,2020-01-09,3069,20
2020,2020-01-18,27,one man band,old dominion,0,english,315,0,0,NA,111,2153703,2020-01-09,2330,41
2020,2020-01-18,28,bandit,juice wrld,0,english,627,0,0,NA,8,6938158,2020-01-09,542,184
2020,2020-01-18,29,hot girl bummer,blackbear,0,english,513,0,0,NA,18,4897726,2020-01-09,2904,23
2020,2020-01-18,30,futsal shuffle 2020,lil uzi vert,0,english,762,2,0.26,1,9,6802710,2020-01-09,214,501
2020,2020-01-18,31,even though im leaving,luke combs,0,english,340,0,0,NA,201,1536995,2020-01-09,2773,27
2020,2020-01-18,32,i dont care,ed sheeran,0,english,531,0,0,NA,115,2127256,2020-01-09,2169,43
2020,2020-01-18,33,bad guy,billie eilish,0,english,222,0,0,NA,34,3830917,2020-01-09,2426,40
2020,2020-01-18,34,sucker,jonas brothers,0,english,381,0,0,NA,120,2062198,2020-01-09,2839,25
2020,2020-01-18,35,high fashion,roddy ricch,0,english,629,4,0.64,NA,63,2733491,2020-01-09,214,501
2020,2020-01-18,36,lover,taylor swift,0,english,284,0,0,NA,201,1536995,2020-01-09,2569,34
2020,2020-01-18,37,on chill,wale,0,english,576,0,0,1,201,1536995,2020-01-09,3705,16
2020,2020-01-18,38,falling,trevor daniel,0,english,328,0,0,NA,42,3415708,2020-01-09,275,362
2020,2020-01-18,38,falling,trevor daniel,0,english,328,0,0,NA,6,7503297,2020-01-09,275,362
2020,2020-01-18,39,blinding lights,the weeknd,0,english,259,0,0,NA,12,6093807,2020-01-09,722,140
2020,2020-01-18,40,what if i never get over you,lady antebellum,0,english,291,0,0,1,201,1536995,2020-01-09,214,501
2020,2020-01-18,41,suicidal,ynw melly,0,english,442,0,0,NA,14,5880355,2020-01-09,214,501
2020,2020-01-18,42,talk,khalid,0,english,278,0,0,NA,109,2160183,2020-01-09,2430,39
2020,2020-01-18,43,graveyard,halsey,0,english,370,0,0,NA,86,2391061,2020-01-09,2572,33
2020,2020-01-18,44,my oh my,camila cabello,0,english,443,0,0,NA,15,5680153,2020-01-09,854,115
2020,2020-01-18,45,beautiful people,ed sheeran,0,english,338,0,0,NA,91,2342650,2020-01-09,2538,36
2020,2020-01-18,46,old town road,lil nas x,0,english,310,0,0,NA,123,2047952,2020-01-09,247,411
2020,2020-01-18,47,ridin roads,dustin lynch,0,english,367,0,0,1,201,1536995,2020-01-09,2748,29
2020,2020-01-18,48,juicy,doja cat,0,english,690,0,0,NA,110,2156099,2020-01-09,2715,30
2020,2020-01-18,49,playing games,summer walker,0,english,269,0,0,1,201,1536995,2020-01-09,1984,48
2020,2020-01-18,50,suge,dababy,0,english,745,0,0,NA,31,4012729,2020-01-09,1408,69
2020,2020-01-18,51,heartache medication,jon pardi,0,english,240,0,0,NA,201,1536995,2020-01-09,2680,32
2020,2020-01-18,52,out west,jackboys,0,english,492,0,0,NA,22,4750318,2020-01-09,214,501
2020,2020-01-18,53,vibez,dababy,0,english,599,0,0,1,19,4809631,2020-01-09,214,501
2020,2020-01-18,54,kinfolks,sam hunt,0,english,377,0,0,NA,201,1536995,2020-01-09,2123,45
2020,2020-01-18,55,heat,chris brown,0,english,659,0,0,NA,201,1536995,2020-01-09,2763,28
2020,2020-01-18,56,start wit me,roddy ricch,0,english,595,0,0,1,50,3156095,2020-01-09,214,501
2020,2020-01-18,57,into the unknown,idina menzel,0,english,303,0,0,NA,79,2474739,2020-01-09,214,501
2020,2020-01-18,58,no idea,don toliver,0,english,412,0,0,NA,17,4922350,2020-01-09,214,501
2020,2020-01-18,59,heart on ice,rod wave,0,english,262,0,0,NA,114,2127729,2020-01-09,254,390
2020,2020-01-18,60,u played,moneybagg yo,0,english,684,0,0,NA,201,1536995,2020-01-09,214,501
2020,2020-01-18,61,south of the border,ed sheeran,0,english,603,35,5.8,NA,126,2014407,2020-01-09,1733,56
2020,2020-01-18,62,toes,dababy,0,english,625,0,0,NA,38,3492249,2020-01-09,214,501
2020,2020-01-18,63,homesick,kane brown,0,english,274,0,0,NA,201,1536995,2020-01-09,1877,52
2020,2020-01-18,64,remember you young,thomas rhett,0,english,233,0,0,NA,201,1536995,2020-01-09,2231,42
2020,2020-01-18,65,i hope,gabby barrett,0,english,471,0,0,NA,201,1536995,2020-01-09,872,113
2020,2020-01-18,66,take what you want,post malone,0,english,471,0,0,NA,70,2577807,2020-01-09,297,334
2020,2020-01-18,67,slide,her,0,english,560,6,1.07,NA,159,1727758,2020-01-09,1448,66
2020,2020-01-18,68,ritmo bad boys for life,black eyed peas,0,english,600,281,46.83,NA,94,2274853,2020-01-09,214,501
2020,2020-01-18,69,best on earth,russ,0,english,485,0,0,NA,142,1830709,2020-01-09,1431,68
2020,2020-01-18,70,sugar,brockhampton,0,english,550,0,0,NA,29,4290774,2020-01-09,214,501
2020,2020-01-18,71,gang gang,jackboys,0,english,770,3,0.39,NA,90,2342997,2020-01-09,214,501
2020,2020-01-18,72,camelot,nle choppa,0,english,663,2,0.3,NA,59,2803556,2020-01-09,323,317
2020,2020-01-18,73,leave em alone,layton greene,0,english,526,0,0,NA,201,1536995,2020-01-09,214,501
2020,2020-01-18,74,we back,jason aldean,0,english,388,0,0,NA,201,1536995,2020-01-09,1892,51
2020,2020-01-18,75,what she wants tonight,luke bryan,0,english,377,0,0,NA,201,1536995,2020-01-09,1657,61
2020,2020-01-18,76,had enough,don toliver,0,english,400,2,0.5,NA,54,3012901,2020-01-09,214,501
2020,2020-01-18,77,nice to meet ya,niall horan,0,english,278,4,1.44,NA,173,1662491,2020-01-09,1644,62
2020,2020-01-18,78,make me want to,jimmie allen,0,english,322,0,0,NA,201,1536995,2020-01-09,2002,46
2020,2020-01-18,79,tip toe,roddy ricch,0,english,600,7,1.17,1,62,2765353,2020-01-09,214,501
2020,2020-01-18,80,easy,danileigh,0,english,360,0,0,NA,201,1536995,2020-01-09,1822,54
2020,2020-01-18,81,watermelon sugar,harry styles,0,english,233,0,0,NA,20,4793358,2020-01-09,214,501
2020,2020-01-18,82,more hearts than mine,ingrid andress,0,english,305,0,0,NA,201,1536995,2020-01-09,1315,76
2020,2020-01-18,83,i wish grandpas never died,riley green,0,english,336,0,0,NA,201,1536995,2020-01-09,1111,88
2020,2020-01-18,84,homecoming queen,kelsea ballerini,0,english,245,0,0,NA,201,1536995,2020-01-09,1108,89
2020,2020-01-18,85,223s,ynw melly,0,english,561,0,0,NA,40,3424197,2020-01-09,214,501
2020,2020-01-18,86,peta,roddy ricch,0,english,808,0,0,1,61,2797486,2020-01-09,214,501
2020,2020-01-18,87,tusa,karol g,1,spanish,431,312,72.39,NA,65,2672855,2020-01-09,214,501
2020,2020-01-18,88,jerry sprunger,tory lanez,0,english,664,0,0,NA,201,1536995,2020-01-09,1343,73
2020,2020-01-18,89,enemies,post malone,0,english,590,0,0,NA,95,2261666,2020-01-09,1227,81
2020,2020-01-18,90,all i want,olivia rodrigo,0,english,256,0,0,1,69,2592546,2020-01-09,214,501
2020,2020-01-18,91,july,noah cyrus,0,english,187,0,0,NA,56,2876332,2020-01-09,214,501
2020,2020-01-18,92,vete,bad bunny,1,spanish,376,376,100,NA,82,2423803,2020-01-09,214,501
2020,2020-01-18,93,i hope youre happy now,carly pearce,0,english,224,0,0,NA,201,1536995,2020-01-09,1073,92
2020,2020-01-18,94,2020,lil tjay,0,english,719,0,0,1,105,2200712,2020-01-09,214,501
2020,2020-01-18,95,say so,doja cat,0,english,460,0,0,NA,32,3895584,2020-01-09,214,501
2020,2020-01-18,96,make no sense,youngboy never broke again,0,english,506,0,0,NA,55,2938857,2020-01-09,214,501
2020,2020-01-18,97,slow dance in a parking lot,jordan davis,0,english,277,0,0,NA,201,1536995,2020-01-09,214,501
2020,2020-01-18,98,orange soda,baby keem,0,english,350,0,0,1,57,2862847,2020-01-09,499,200
2020,2020-01-18,99,all dat,moneybagg yo,0,english,595,1,0.17,NA,201,1536995,2020-01-09,800,119
