year,date,rank,song,artist,binary,language,total_words,non_e_words,percent,individual songs,position,streams,spotify date,spins,radio_rank
2020,2020-03-21,1,the box,roddy ricch,0,english,540,3,0.56,NA,1,13973559,2020-03-12,6092,6
2020,2020-03-21,2,dont start now,dua lipa,0,english,278,0,0,1,23,6287047,2020-03-12,8336,2
2020,2020-03-21,3,life is good,future,0,english,785,0,0,NA,92,2584873,2020-03-12,2050,48
2020,2020-03-21,3,life is good,future,0,english,785,0,0,NA,20,6653567,2020-03-12,2050,48
2020,2020-03-21,3,life is good,future,0,english,785,0,0,NA,92,2584873,2020-03-12,4867,10
2020,2020-03-21,3,life is good,future,0,english,785,0,0,NA,20,6653567,2020-03-12,4867,10
2020,2020-03-21,4,blinding lights,the weeknd,0,english,259,0,0,NA,9,8340706,2020-03-12,5352,7
2020,2020-03-21,5,circles,post malone,0,english,314,0,0,NA,26,6157052,2020-03-12,8452,1
2020,2020-03-21,6,baby pluto,lil uzi vert,0,english,895,0,0,1,2,13066541,2020-03-12,198,501
2020,2020-03-21,7,roxanne,arizona zervas,0,english,355,0,0,NA,21,6460260,2020-03-12,3220,22
2020,2020-03-21,7,roxanne,arizona zervas,0,english,355,0,0,NA,21,6460260,2020-03-12,8054,3
2020,2020-03-21,8,lo mein,lil uzi vert,0,english,785,0,0,1,5,11302903,2020-03-12,198,501
2020,2020-03-21,9,silly watch,lil uzi vert,0,english,895,3,0.34,1,6,10568433,2020-03-12,198,501
2020,2020-03-21,10,intentions,justin bieber,0,english,470,0,0,NA,15,7179199,2020-03-12,3773,16
2020,2020-03-21,11,p2,lil uzi vert,0,english,609,0,0,1,4,11392465,2020-03-12,198,501
2020,2020-03-21,12,dance monkey,tones and i,0,english,434,0,0,NA,33,5114482,2020-03-12,4295,12
2020,2020-03-21,13,memories,maroon 5,0,english,442,0,0,NA,85,2701358,2020-03-12,5144,9
2020,2020-03-21,14,everything i wanted,billie eilish,0,english,305,0,0,NA,51,4001553,2020-03-12,6414,5
2020,2020-03-21,15,someone you loved,lewis capaldi,0,english,323,0,0,NA,57,3798461,2020-03-12,220,452
2020,2020-03-21,15,someone you loved,lewis capaldi,0,english,323,0,0,NA,57,3798461,2020-03-12,3906,14
2020,2020-03-21,16,adore you,harry styles,0,english,303,0,0,NA,36,4895706,2020-03-12,5293,8
2020,2020-03-21,17,hot girl bummer,blackbear,0,english,513,0,0,NA,52,3955825,2020-03-12,2933,26
2020,2020-03-21,17,hot girl bummer,blackbear,0,english,513,0,0,NA,52,3955825,2020-03-12,7082,4
2020,2020-03-21,18,i love me,demi lovato,0,english,472,0,0,1,35,5003547,2020-03-12,1815,56
2020,2020-03-21,19,say so,doja cat,0,english,460,0,0,NA,12,7614463,2020-03-12,3177,24
2020,2020-03-21,20,that way,lil uzi vert,0,english,524,0,0,1,3,11709004,2020-03-12,198,501
2020,2020-03-21,21,heartless,the weeknd,0,english,378,0,0,NA,166,1921133,2020-03-12,914,106
2020,2020-03-21,21,heartless,the weeknd,0,english,378,0,0,NA,91,2636523,2020-03-12,914,106
2020,2020-03-21,22,homecoming,lil uzi vert,0,english,917,3,0.33,1,7,8918334,2020-03-12,198,501
2020,2020-03-21,23,the bones,maren morris,0,english,319,0,0,NA,188,1776471,2020-03-12,4148,13
2020,2020-03-21,24,bs,jhene aiko,0,english,469,0,0,1,38,4732551,2020-03-12,198,501
2020,2020-03-21,25,prices,lil uzi vert,0,english,811,2,0.25,1,10,8141579,2020-03-12,198,501
2020,2020-03-21,26,my oh my,camila cabello,0,english,443,0,0,NA,61,3574954,2020-03-12,4737,11
2020,2020-03-21,27,10000 hours,dan and shay,0,english,319,0,0,NA,69,3285587,2020-03-12,3887,32
2020,2020-03-21,28,pop,lil uzi vert,0,english,921,0,0,1,13,7501164,2020-03-12,198,501
2020,2020-03-21,29,ballin,dj mustard,0,english,577,5,0.87,NA,40,4557480,2020-03-12,3375,18
2020,2020-03-21,30,stupid love,lady gaga,0,english,335,0,0,NA,48,4053822,2020-03-12,2753,29
2020,2020-03-21,31,woah,lil baby,0,english,664,1,0.15,NA,45,4185608,2020-03-12,2244,40
2020,2020-03-21,32,godzilla,eminem,0,english,952,1,0.11,NA,30,5397883,2020-03-12,299,331
2020,2020-03-21,33,bigger than life,lil uzi vert,0,english,858,0,0,1,16,6979576,2020-03-12,198,501
2020,2020-03-21,34,celebration station,lil uzi vert,0,english,706,4,0.57,1,14,7236905,2020-03-12,198,501
2020,2020-03-21,35,bop,dababy,0,english,708,0,0,NA,47,4150081,2020-03-12,3547,17
2020,2020-03-21,36,you better move,lil uzi vert,0,english,544,0,0,1,19,6911717,2020-03-12,198,501
2020,2020-03-21,37,im sorry,lil uzi vert,0,english,750,0,0,1,11,8104607,2020-03-12,198,501
2020,2020-03-21,38,lose you to love me,selena gomez,0,english,359,0,0,NA,155,2016653,2020-03-12,3882,15
2020,2020-03-21,39,venetia,lil uzi vert,0,english,788,4,0.51,NA,17,6974452,2020-03-12,198,501
2020,2020-03-21,40,pussy fairy,jhene aiko,0,english,351,0,0,1,163,1956442,2020-03-12,198,501
2020,2020-03-21,41,you should be sad,halsey,0,english,391,0,0,NA,55,3919854,2020-03-12,2621,33
2020,2020-03-21,42,falling,trevor daniel,0,english,328,0,0,NA,119,2264938,2020-03-12,1882,53
2020,2020-03-21,42,falling,trevor daniel,0,english,328,0,0,NA,28,5651297,2020-03-12,1882,53
2020,2020-03-21,43,high fashion,roddy ricch,0,english,629,4,0.64,NA,22,6340368,2020-03-12,773,132
2020,2020-03-21,44,homesick,kane brown,0,english,274,0,0,NA,201,1740659,2020-03-12,3291,19
2020,2020-03-21,45,chrome heart tags,lil uzi vert,0,english,743,0,0,1,27,5946189,2020-03-12,198,501
2020,2020-03-21,46,no guidance,chris brown,0,english,612,0,0,NA,132,2170803,2020-03-12,2197,42
2020,2020-03-21,47,ritmo bad boys for life,black eyed peas,0,english,600,281,46.83,NA,201,1740659,2020-03-12,198,501
2020,2020-03-21,48,futsal shuffle 2020,lil uzi vert,0,english,762,2,0.26,NA,18,6930370,2020-03-12,198,501
2020,2020-03-21,49,good as hell,lizzo,0,english,371,0,0,NA,201,1740659,2020-03-12,3259,21
2020,2020-03-21,50,i hope,gabby barrett,0,english,471,0,0,NA,184,1791707,2020-03-12,2075,47
2020,2020-03-21,51,bust me,lil uzi vert,0,english,512,0,0,1,29,5643263,2020-03-12,198,501
2020,2020-03-21,52,sum 2 prove,lil baby,0,english,901,1,0.11,NA,68,3311159,2020-03-12,374,265
2020,2020-03-21,52,sum 2 prove,lil baby,0,english,901,1,0.11,NA,68,3311159,2020-03-12,716,139
2020,2020-03-21,53,blueberry faygo,lil mosey,0,english,549,0,0,NA,8,8507559,2020-03-12,198,501
2020,2020-03-21,54,la dificil,bad bunny,1,spanish,311,311,100,NA,24,6265355,2020-03-12,198,501
2020,2020-03-21,55,dior,pop smoke,0,english,472,0,0,NA,152,2032240,2020-03-12,665,147
2020,2020-03-21,56,si veo a tu mama,bad bunny,1,spanish,309,309,100,NA,31,5292230,2020-03-12,198,501
2020,2020-03-21,57,heatin up,lil baby,0,english,720,6,0.83,NA,54,3942029,2020-03-12,198,501
2020,2020-03-21,58,heart on ice,rod wave,0,english,262,0,0,NA,157,2009393,2020-03-12,242,409
2020,2020-03-21,58,heart on ice,rod wave,0,english,262,0,0,NA,157,2009393,2020-03-12,1570,69
2020,2020-03-21,59,bitch,megan thee stallion,0,english,700,0,0,NA,198,1752906,2020-03-12,1481,72
2020,2020-03-21,60,homemade,jake owen,0,english,281,0,0,NA,201,1740659,2020-03-12,2714,31
2020,2020-03-21,61,slide,her,0,english,560,6,1.07,NA,201,1740659,2020-03-12,2726,30
2020,2020-03-21,62,best on earth,russ,0,english,485,0,0,NA,201,1740659,2020-03-12,3277,20
2020,2020-03-21,63,what a man gotta do,jonas brothers,0,english,401,0,0,NA,117,2292698,2020-03-12,2141,43
2020,2020-03-21,64,emotionally scarred,lil baby,0,english,735,0,0,NA,201,1740659,2020-03-12,198,501
2020,2020-03-21,65,happiness over everything,jhene aiko,0,english,437,3,0.69,1,76,3089221,2020-03-12,198,501
2020,2020-03-21,66,vete,bad bunny,1,spanish,376,376,100,NA,56,3873346,2020-03-12,198,501
2020,2020-03-21,67,yummy,justin bieber,0,english,445,2,0.45,NA,81,2884368,2020-03-12,446,223
2020,2020-03-21,68,commercial,lil baby,0,english,911,0,0,NA,131,2172521,2020-03-12,198,501
2020,2020-03-21,69,nobody but you,blake shelton,0,english,352,0,0,NA,201,1740659,2020-03-12,1814,57
2020,2020-03-21,70,chasin you,morgan wallen,0,english,325,0,0,NA,146,2068047,2020-03-12,1767,63
2020,2020-03-21,71,juicy,doja cat,0,english,690,0,0,NA,201,1740659,2020-03-12,2376,35
2020,2020-03-21,72,secure the bag,lil uzi vert,0,english,579,2,0.35,NA,34,5043082,2020-03-12,198,501
2020,2020-03-21,73,whats poppin,jack harlow,0,english,529,2,0.38,NA,25,6239223,2020-03-12,198,501
2020,2020-03-21,74,captain hook,megan thee stallion,0,english,692,2,0.29,1,83,2776383,2020-03-12,198,501
2020,2020-03-21,75,tusa,karol g,1,spanish,431,312,72.39,NA,80,2889895,2020-03-12,297,333
2020,2020-03-21,76,urgency,lil uzi vert,0,english,452,0,0,1,44,4381965,2020-03-12,198,501
2020,2020-03-21,77,slow dance in a parking lot,jordan davis,0,english,277,0,0,NA,201,1740659,2020-03-12,198,501
2020,2020-03-21,78,what she wants tonight,luke bryan,0,english,377,0,0,NA,201,1740659,2020-03-12,2537,34
2020,2020-03-21,79,skybox,gunna,0,english,592,0,0,NA,58,3739729,2020-03-12,302,328
2020,2020-03-21,79,skybox,gunna,0,english,592,0,0,NA,58,3739729,2020-03-12,332,300
2020,2020-03-21,80,the other side,sza,0,english,364,0,0,NA,156,2016149,2020-03-12,2282,37
2020,2020-03-21,81,we back,jason aldean,0,english,388,0,0,NA,201,1740659,2020-03-12,843,117
2020,2020-03-21,81,we back,jason aldean,0,english,388,0,0,NA,201,1740659,2020-03-12,1426,77
2020,2020-03-21,82,i wish grandpas never died,riley green,0,english,336,0,0,NA,201,1740659,2020-03-12,1476,74
2020,2020-03-21,83,ignorantes,bad bunny,1,spanish,381,381,100,NA,37,4821078,2020-03-12,198,501
2020,2020-03-21,84,safaera,bad bunny,1,spanish,711,711,100,NA,49,4041249,2020-03-12,198,501
2020,2020-03-21,85,more hearts than mine,ingrid andress,0,english,305,0,0,NA,201,1740659,2020-03-12,2112,46
2020,2020-03-21,86,catch,brett young,0,english,365,0,0,NA,201,1740659,2020-03-12,2248,39
2020,2020-03-21,87,triggered,jhene aiko,0,english,425,0,0,1,133,2158156,2020-03-12,198,501
2020,2020-03-21,88,ptsd,g herbo,0,english,642,0,0,NA,63,3503850,2020-03-12,198,501
2020,2020-03-21,89,oprahs bank account,lil yachty,0,english,711,0,0,NA,136,2144740,2020-03-12,198,501
2020,2020-03-21,90,go stupid,polo g,0,english,770,3,0.39,NA,43,4423256,2020-03-12,198,501
2020,2020-03-21,91,i hope youre happy now,carly pearce,0,english,224,0,0,NA,201,1740659,2020-03-12,1634,67
2020,2020-03-21,92,la santa,bad bunny,1,spanish,537,533,99.26,NA,53,3949157,2020-03-12,198,501
2020,2020-03-21,93,none of your concern,jhene aiko,0,english,572,0,0,1,127,2195334,2020-03-12,198,501
2020,2020-03-21,94,know your worth,khalid,0,english,292,0,0,NA,102,2467201,2020-03-12,2236,41
2020,2020-03-21,95,sugar,brockhampton,0,english,550,0,0,NA,186,1781774,2020-03-12,532,185
2020,2020-03-21,95,sugar,brockhampton,0,english,550,0,0,NA,74,3109656,2020-03-12,532,185
2020,2020-03-21,96,to die for,sam smith,0,english,288,0,0,NA,104,2426717,2020-03-12,1342,80
2020,2020-03-21,97,yo perreo sola,bad bunny,1,spanish,397,397,100,NA,65,3347417,2020-03-12,198,501
2020,2020-03-21,98,grace,lil baby,0,english,815,0,0,NA,201,1740659,2020-03-12,198,501
2020,2020-03-21,99,sunday best,surfaces,0,english,236,0,0,NA,32,5136659,2020-03-12,257,390
2020,2020-03-21,100,after hours,the weeknd,0,english,436,0,0,NA,41,4463168,2020-03-12,198,501
2020,2020-03-28,1,the box,roddy ricch,0,english,540,3,0.56,NA,1,12987027,2020-03-19,6205,6
2020,2020-03-28,2,blinding lights,the weeknd,0,english,259,0,0,NA,4,7744570,2020-03-19,6120,7
2020,2020-03-28,3,dont start now,dua lipa,0,english,278,0,0,NA,16,5731093,2020-03-19,8493,1
2020,2020-03-28,4,life is good,future,0,english,785,0,0,NA,116,2181930,2020-03-19,2169,45
2020,2020-03-28,4,life is good,future,0,english,785,0,0,NA,17,5691143,2020-03-19,2169,45
2020,2020-03-28,4,life is good,future,0,english,785,0,0,NA,116,2181930,2020-03-19,4997,10
2020,2020-03-28,4,life is good,future,0,english,785,0,0,NA,17,5691143,2020-03-19,4997,10
2020,2020-03-28,5,circles,post malone,0,english,314,0,0,NA,18,5503791,2020-03-19,8106,2
2020,2020-03-28,6,roxanne,arizona zervas,0,english,355,0,0,NA,12,6020793,2020-03-19,2946,26
2020,2020-03-28,6,roxanne,arizona zervas,0,english,355,0,0,NA,12,6020793,2020-03-19,7338,3
2020,2020-03-28,7,adore you,harry styles,0,english,303,0,0,NA,27,4625204,2020-03-19,6085,8
2020,2020-03-28,8,intentions,justin bieber,0,english,470,0,0,NA,11,6176234,2020-03-19,3935,15
2020,2020-03-28,9,someone you loved,lewis capaldi,0,english,323,0,0,NA,50,3586150,2020-03-19,242,423
2020,2020-03-28,9,someone you loved,lewis capaldi,0,english,323,0,0,NA,50,3586150,2020-03-19,3958,14
2020,2020-03-28,10,everything i wanted,billie eilish,0,english,305,0,0,NA,45,3642827,2020-03-19,6536,5
2020,2020-03-28,11,hot girl bummer,blackbear,0,english,513,0,0,1,40,3700960,2020-03-19,10331,4
2020,2020-03-28,12,memories,maroon 5,0,english,442,0,0,NA,91,2499430,2020-03-19,4885,11
2020,2020-03-28,13,myron,lil uzi vert,0,english,790,0,0,1,2,9163134,2020-03-19,213,501
2020,2020-03-28,14,say so,doja cat,0,english,460,0,0,NA,7,6743360,2020-03-19,4197,13
2020,2020-03-28,15,dance monkey,tones and i,0,english,434,0,0,NA,26,4699703,2020-03-19,3374,21
2020,2020-03-28,16,heartless,the weeknd,0,english,378,0,0,NA,142,1940178,2020-03-19,896,110
2020,2020-03-28,16,heartless,the weeknd,0,english,378,0,0,NA,107,2265446,2020-03-19,896,110
2020,2020-03-28,17,the bones,maren morris,0,english,319,0,0,NA,201,1597823,2020-03-19,4372,12
2020,2020-03-28,18,my oh my,camila cabello,0,english,443,0,0,NA,59,3207292,2020-03-19,5256,9
2020,2020-03-28,19,bean kobe,lil uzi vert,0,english,558,8,1.43,1,8,6500099,2020-03-19,213,501
2020,2020-03-28,20,suicidal,ynw melly,0,english,442,0,0,1,21,8799315,2020-03-19,213,501
2020,2020-03-28,21,ballin,dj mustard,0,english,577,5,0.87,NA,30,4160182,2020-03-19,3442,19
2020,2020-03-28,22,10000 hours,dan and shay,0,english,319,0,0,NA,65,3019334,2020-03-19,2947,25
2020,2020-03-28,23,godzilla,eminem,0,english,952,1,0.11,NA,15,5759567,2020-03-19,335,301
2020,2020-03-28,24,bop,dababy,0,english,708,0,0,NA,37,3834629,2020-03-19,3402,20
2020,2020-03-28,25,stupid love,lady gaga,0,english,335,0,0,NA,73,2895386,2020-03-19,3266,22
2020,2020-03-28,26,yessirskiii,lil uzi vert,0,english,755,4,0.53,1,14,5873067,2020-03-19,213,501
2020,2020-03-28,27,baby pluto,lil uzi vert,0,english,895,0,0,NA,10,6332498,2020-03-19,213,501
2020,2020-03-28,28,woah,lil baby,0,english,664,1,0.15,NA,44,3666787,2020-03-19,2050,50
2020,2020-03-28,29,falling,trevor daniel,0,english,328,0,0,NA,128,2060170,2020-03-19,1875,56
2020,2020-03-28,29,falling,trevor daniel,0,english,328,0,0,NA,20,5339974,2020-03-19,1875,56
2020,2020-03-28,30,ritmo bad boys for life,black eyed peas,0,english,600,281,46.83,NA,201,1597823,2020-03-19,213,501
2020,2020-03-28,31,lose you to love me,selena gomez,0,english,359,0,0,NA,169,1750535,2020-03-19,3636,16
2020,2020-03-28,32,no guidance,chris brown,0,english,612,0,0,NA,146,1920533,2020-03-19,2337,39
2020,2020-03-28,33,high fashion,roddy ricch,0,english,629,4,0.64,NA,13,5896272,2020-03-19,984,99
2020,2020-03-28,34,you should be sad,halsey,0,english,391,0,0,NA,71,2950091,2020-03-19,2628,33
2020,2020-03-28,35,homesick,kane brown,0,english,274,0,0,1,201,1597823,2020-03-19,2919,27
2020,2020-03-28,36,i hope,gabby barrett,0,english,471,0,0,NA,192,1622077,2020-03-19,2276,41
2020,2020-03-28,37,p2,lil uzi vert,0,english,609,0,0,NA,5,7366169,2020-03-19,213,501
2020,2020-03-28,38,blueberry faygo,lil mosey,0,english,549,0,0,NA,3,8043475,2020-03-19,281,366
2020,2020-03-28,39,homemade,jake owen,0,english,281,0,0,1,201,1597823,2020-03-19,3056,23
2020,2020-03-28,40,heart on ice,rod wave,0,english,262,0,0,NA,131,2024687,2020-03-19,342,292
2020,2020-03-28,40,heart on ice,rod wave,0,english,262,0,0,NA,131,2024687,2020-03-19,1767,59
2020,2020-03-28,41,that way,lil uzi vert,0,english,524,0,0,NA,6,7137420,2020-03-19,213,501
2020,2020-03-28,42,lo mein,lil uzi vert,0,english,785,0,0,NA,19,5467659,2020-03-19,213,501
2020,2020-03-28,43,i love me,demi lovato,0,english,472,0,0,NA,74,2879605,2020-03-19,2171,44
2020,2020-03-28,44,good as hell,lizzo,0,english,371,0,0,NA,201,1597823,2020-03-19,2913,28
2020,2020-03-28,45,lotus,lil uzi vert,0,english,606,0,0,1,29,4250998,2020-03-19,213,501
2020,2020-03-28,46,best on earth,russ,0,english,485,0,0,1,201,1597823,2020-03-19,3491,18
2020,2020-03-28,47,slide,her,0,english,560,6,1.07,NA,201,1597823,2020-03-19,2877,29
2020,2020-03-28,48,whats poppin,jack harlow,0,english,529,2,0.38,NA,9,6492241,2020-03-19,247,415
2020,2020-03-28,49,what she wants tonight,luke bryan,0,english,377,0,0,NA,201,1597823,2020-03-19,2589,34
2020,2020-03-28,50,dior,pop smoke,0,english,472,0,0,NA,168,1767509,2020-03-19,629,162
2020,2020-03-28,51,sum 2 prove,lil baby,0,english,901,1,0.11,NA,83,2671603,2020-03-19,381,262
2020,2020-03-28,51,sum 2 prove,lil baby,0,english,901,1,0.11,NA,83,2671603,2020-03-19,776,129
2020,2020-03-28,52,silly watch,lil uzi vert,0,english,895,3,0.34,NA,23,4774101,2020-03-19,213,501
2020,2020-03-28,53,nobody but you,blake shelton,0,english,352,0,0,NA,201,1597823,2020-03-19,2063,48
2020,2020-03-28,54,wassup,lil uzi vert,0,english,649,2,0.31,1,35,3879025,2020-03-19,213,501
2020,2020-03-28,55,oprahs bank account,lil yachty,0,english,711,0,0,1,31,4159363,2020-03-19,293,344
2020,2020-03-28,56,more hearts than mine,ingrid andress,0,english,305,0,0,NA,201,1597823,2020-03-19,2150,46
2020,2020-03-28,57,bs,jhene aiko,0,english,469,0,0,NA,61,3050874,2020-03-19,213,501
2020,2020-03-28,58,chasin you,morgan wallen,0,english,325,0,0,NA,186,1662629,2020-03-19,1874,57
2020,2020-03-28,59,slow dance in a parking lot,jordan davis,0,english,277,0,0,NA,201,1597823,2020-03-19,213,501
2020,2020-03-28,60,strawberry peels,lil uzi vert,0,english,466,0,0,1,33,4007781,2020-03-19,213,501
2020,2020-03-28,61,pussy fairy,jhene aiko,0,english,351,0,0,NA,201,1597823,2020-03-19,291,347
2020,2020-03-28,62,moon relate,lil uzi vert,0,english,593,0,0,1,34,3881614,2020-03-19,213,501
2020,2020-03-28,63,what a man gotta do,jonas brothers,0,english,401,0,0,NA,137,1984392,2020-03-19,1331,77
2020,2020-03-28,64,tusa,karol g,1,spanish,431,312,72.39,NA,98,2385525,2020-03-19,300,338
2020,2020-03-28,65,catch,brett young,0,english,365,0,0,NA,201,1597823,2020-03-19,2347,38
2020,2020-03-28,66,i can show you,lil uzi vert,0,english,393,1,0.25,1,51,3530421,2020-03-19,213,501
2020,2020-03-28,67,we back,jason aldean,0,english,388,0,0,NA,201,1597823,2020-03-19,2407,36
2020,2020-03-28,68,trap this way this way,lil uzi vert,0,english,659,5,0.76,1,41,3694895,2020-03-19,213,501
2020,2020-03-28,69,i wish grandpas never died,riley green,0,english,336,0,0,NA,201,1597823,2020-03-19,1489,74
2020,2020-03-28,70,si veo a tu mama,bad bunny,1,spanish,309,309,100,NA,48,3616760,2020-03-19,213,501
2020,2020-03-28,71,death bed,powfu,0,english,457,0,0,NA,25,4707777,2020-03-19,213,501
2020,2020-03-28,72,leaders,lil uzi vert,0,english,742,3,0.4,1,39,3766743,2020-03-19,213,501
2020,2020-03-28,73,heatin up,lil baby,0,english,720,6,0.83,NA,78,2781114,2020-03-19,213,501
2020,2020-03-28,74,sunday best,surfaces,0,english,236,0,0,NA,22,4988328,2020-03-19,543,186
2020,2020-03-28,75,grace,lil baby,0,english,815,0,0,NA,201,1597823,2020-03-19,213,501
2020,2020-03-28,76,no auto,lil uzi vert,0,english,413,0,0,1,60,3148154,2020-03-19,213,501
2020,2020-03-28,77,the other side,sza,0,english,364,0,0,NA,201,1597823,2020-03-19,2548,35
2020,2020-03-28,78,yummy,justin bieber,0,english,445,2,0.45,NA,96,2406390,2020-03-19,311,323
2020,2020-03-28,79,bitch,megan thee stallion,0,english,700,0,0,NA,201,1597823,2020-03-19,1610,70
2020,2020-03-28,80,la dificil,bad bunny,1,spanish,311,311,100,NA,32,4027522,2020-03-19,213,501
2020,2020-03-28,81,i hope youre happy now,carly pearce,0,english,224,0,0,NA,201,1597823,2020-03-19,1662,69
2020,2020-03-28,82,homecoming,lil uzi vert,0,english,917,3,0.33,NA,38,3785981,2020-03-19,213,501
2020,2020-03-28,83,come this way,lil uzi vert,0,english,525,0,0,1,55,3384118,2020-03-19,213,501
2020,2020-03-28,84,to die for,sam smith,0,english,288,0,0,NA,129,2038174,2020-03-19,1386,76
2020,2020-03-28,85,emotionally scarred,lil baby,0,english,735,0,0,NA,201,1597823,2020-03-19,213,501
2020,2020-03-28,86,does to me,luke combs,0,english,384,0,0,NA,201,1597823,2020-03-19,1707,66
2020,2020-03-28,87,got the guap,lil uzi vert,0,english,845,19,2.25,1,52,3518911,2020-03-19,213,501
2020,2020-03-28,88,supalonely,benee,0,english,391,0,0,NA,24,4754538,2020-03-19,213,501
2020,2020-03-28,89,money spread,lil uzi vert,0,english,955,0,0,1,63,3026084,2020-03-19,213,501
2020,2020-03-28,90,cardigan,taylor swift,0,english,399,0,0,NA,43,3671995,2020-03-19,213,501
2020,2020-03-28,91,beer cant fix,thomas rhett,0,english,336,0,0,NA,201,1597823,2020-03-19,1945,52
2020,2020-03-28,92,vete,bad bunny,1,spanish,376,376,100,NA,85,2658462,2020-03-19,213,501
2020,2020-03-28,93,know your worth,khalid,0,english,292,0,0,NA,123,2134025,2020-03-19,2332,40
2020,2020-03-28,94,futsal shuffle 2020,lil uzi vert,0,english,762,2,0.26,NA,28,4374550,2020-03-19,213,501
2020,2020-03-28,95,prices,lil uzi vert,0,english,811,2,0.25,NA,53,3514966,2020-03-19,213,501
2020,2020-03-28,96,go stupid,polo g,0,english,770,3,0.39,NA,36,3845425,2020-03-19,213,501
2020,2020-03-28,97,before you go,lewis capaldi,0,english,323,0,0,NA,108,2241170,2020-03-19,1154,90
2020,2020-03-28,98,savage,megan thee stallion,0,english,410,0,0,NA,145,1925330,2020-03-19,213,501
2020,2020-03-28,99,come thru,summer walker,0,english,422,0,0,NA,201,1597823,2020-03-19,2196,43
2020,2020-03-28,100,make no sense,youngboy never broke again,0,english,506,0,0,NA,117,2175705,2020-03-19,1188,87
2020,2020-04-04,1,blinding lights,the weeknd,0,english,259,0,0,NA,1,13245312,2020-03-26,6875,4
2020,2020-04-04,2,the box,roddy ricch,0,english,540,3,0.56,NA,2,11358240,2020-03-26,6228,7
2020,2020-04-04,3,dont start now,dua lipa,0,english,278,0,0,NA,18,5441361,2020-03-26,8595,1
2020,2020-04-04,4,heartless,the weeknd,0,english,378,0,0,1,6,9149998,2020-03-26,809,124
2020,2020-04-04,5,circles,post malone,0,english,314,0,0,NA,26,5037726,2020-03-26,7644,2
2020,2020-04-04,6,life is good,future,0,english,785,0,0,NA,115,2014791,2020-03-26,2046,48
2020,2020-04-04,6,life is good,future,0,english,785,0,0,NA,25,5039743,2020-03-26,2046,48
2020,2020-04-04,6,life is good,future,0,english,785,0,0,NA,115,2014791,2020-03-26,4659,11
2020,2020-04-04,6,life is good,future,0,english,785,0,0,NA,25,5039743,2020-03-26,4659,11
2020,2020-04-04,7,adore you,harry styles,0,english,303,0,0,NA,33,4514955,2020-03-26,6459,6
2020,2020-04-04,8,intentions,justin bieber,0,english,470,0,0,NA,17,5606761,2020-03-26,4149,14
2020,2020-04-04,9,say so,doja cat,0,english,460,0,0,NA,12,6343184,2020-03-26,4879,10
2020,2020-04-04,10,roxanne,arizona zervas,0,english,355,0,0,NA,20,5261711,2020-03-26,2399,37
2020,2020-04-04,10,roxanne,arizona zervas,0,english,355,0,0,NA,20,5261711,2020-03-26,5888,8
2020,2020-04-04,11,someone you loved,lewis capaldi,0,english,323,0,0,NA,44,3445115,2020-03-26,233,443
2020,2020-04-04,11,someone you loved,lewis capaldi,0,english,323,0,0,NA,44,3445115,2020-03-26,3865,15
2020,2020-04-04,12,everything i wanted,billie eilish,0,english,305,0,0,NA,47,3335802,2020-03-26,6528,5
2020,2020-04-04,13,hot girl bummer,blackbear,0,english,513,0,0,NA,45,3398099,2020-03-26,2840,24
2020,2020-04-04,13,hot girl bummer,blackbear,0,english,513,0,0,NA,45,3398099,2020-03-26,7094,3
2020,2020-04-04,14,memories,maroon 5,0,english,442,0,0,NA,82,2327256,2020-03-26,4594,12
2020,2020-04-04,15,dance monkey,tones and i,0,english,434,0,0,NA,36,4405854,2020-03-26,2929,22
2020,2020-04-04,16,in your eyes,the weeknd,0,english,325,0,0,1,3,9191899,2020-03-26,445,231
2020,2020-04-04,17,the bones,maren morris,0,english,319,0,0,NA,201,1495849,2020-03-26,4465,13
2020,2020-04-04,18,my oh my,camila cabello,0,english,443,0,0,NA,56,2824883,2020-03-26,5752,9
2020,2020-04-04,19,10000 hours,dan and shay,0,english,319,0,0,NA,63,2723554,2020-03-26,2693,29
2020,2020-04-04,20,savage,megan thee stallion,0,english,410,0,0,NA,31,4635373,2020-03-26,209,501
2020,2020-04-04,21,alone again,the weeknd,0,english,225,0,0,1,7,7175842,2020-03-26,209,501
2020,2020-04-04,22,after hours,the weeknd,0,english,436,0,0,NA,4,7937050,2020-03-26,209,501
2020,2020-04-04,23,ballin,dj mustard,0,english,577,5,0.87,NA,40,3719258,2020-03-26,3236,19
2020,2020-04-04,24,scared to live,the weeknd,0,english,285,0,0,1,8,7158441,2020-03-26,209,501
2020,2020-04-04,25,hardest to love,the weeknd,0,english,294,0,0,1,9,7076826,2020-03-26,209,501
2020,2020-04-04,26,ritmo bad boys for life,black eyed peas,0,english,600,281,46.83,1,201,1495849,2020-03-26,209,501
2020,2020-04-04,27,stupid love,lady gaga,0,english,335,0,0,NA,81,2328254,2020-03-26,3323,17
2020,2020-04-04,28,too late,the weeknd,0,english,291,0,0,1,10,6854135,2020-03-26,209,501
2020,2020-04-04,29,falling,trevor daniel,0,english,328,0,0,NA,120,1990803,2020-03-26,1915,51
2020,2020-04-04,29,falling,trevor daniel,0,english,328,0,0,NA,28,4940148,2020-03-26,1915,51
2020,2020-04-04,30,i hope,gabby barrett,0,english,471,0,0,NA,171,1601512,2020-03-26,2486,33
