"year","date","rank","song","artist","binary","language","total_words","non_e_words","percent","unique","position","streams","spins","radio_rank"
2021,2021-05-01,73,"famous friends","chris young",0,"english",267,0,0,0,201,1420582,2162,56
2021,2021-05-01,84,"follow you","imagine dragons",0,"english",275,0,0,0,201,1420582,1767,74
2021,2021-05-01,96,"go","moneybagg yo",0,"english",421,0,0,0,201,1420582,252,501
2021,2021-05-01,74,"gone","dierks bentley",0,"english",318,0,0,0,201,1420582,2305,47
2021,2021-05-01,83,"hellcats and trackhawks","lil durk",0,"english",530,0,0,0,201,1420582,252,501
2021,2021-05-01,58,"just the way","parmalee",0,"english",511,0,0,0,201,1420582,2883,34
2021,2021-05-01,70,"lady","brett young",0,"english",268,0,0,0,201,1420582,2792,36
2021,2021-05-01,2,"leave the door open","ava max",NA,"english",476,0,0,0,201,1420582,252,501
2021,2021-05-01,89,"lil bit","nelly",0,"english",577,0,0,0,201,1420582,973,121
2021,2021-05-01,82,"long live","florida georgia line",0,"english",269,0,0,0,201,1420582,2365,46
2021,2021-05-01,42,"made for you","jake owen",0,"english",242,0,0,0,201,1420582,3669,21
2021,2021-05-01,85,"mommas house","dustin lynch",0,"english",374,0,0,0,201,1420582,1954,67
2021,2021-05-01,98,"monsters","all time low",0,"english",458,0,0,1,201,1420582,1074,109
2021,2021-05-01,43,"no more parties","coi leray",0,"english",603,0,0,0,201,1420582,1066,112
2021,2021-05-01,86,"nobody","dylan scott",0,"english",297,0,0,0,201,1420582,2636,42
2021,2021-05-01,72,"one too many","keith urban",0,"english",387,0,0,0,201,1420582,1913,68
2021,2021-05-01,88,"pick up your feelings","jazmine sullivan",0,"english",510,0,0,0,201,1420582,1285,95
2021,2021-05-01,81,"pov","ariana grande",0,"english",357,0,0,0,201,1420582,2464,44
2021,2021-05-01,71,"quicksand","morray",0,"english",848,8,0.94,0,201,1420582,2257,50
2021,2021-05-01,65,"settling down","miranda lambert",0,"english",283,0,0,0,201,1420582,2062,59
2021,2021-05-01,50,"somebody like that","tenille arts",0,"english",295,0,0,1,201,1420582,3515,23
2021,2021-05-01,52,"what's your country song","thomas rhett",0,"english",274,0,0,0,201,1420582,252,501
2021,2021-05-01,95,"you got it","vedo",0,"english",473,0,0,0,201,1420582,1688,78
2021,2021-05-01,34,"you're mines still","yung bleu",0,"english",468,0,0,0,201,1420582,252,501
2021,2021-05-08,77,"almost maybes","jordan davis",0,"english",375,0,0,0,201,1393166,2340,49
2021,2021-05-08,97,"blame it on you","jason aldean",0,"english",393,0,0,0,201,1393166,2172,53
2021,2021-05-08,46,"breaking up was easy in the 90s","sam hunt",0,"english",405,0,0,0,201,1393166,3069,30
2021,2021-05-08,94,"chasing after you","ryan hurd",0,"english",323,0,0,0,201,1393166,536,211
2021,2021-05-08,100,"clear da air","moneybagg yo",0,"english",793,4,0.5,1,201,1393166,252,501
2021,2021-05-08,62,"damage","her",0,"english",291,0,0,0,201,1393166,1643,75
2021,2021-05-08,84,"down to one","luke bryan",0,"english",379,0,0,0,201,1393166,2130,56
2021,2021-05-08,95,"drankin n smokin","future",0,"english",582,2,0.34,0,201,1393166,554,200
2021,2021-05-08,91,"drunk and i don't wanna go home","elle king",0,"english",428,0,0,0,201,1393166,252,501
2021,2021-05-08,70,"famous friends","chris young",0,"english",267,0,0,0,201,1393166,2244,52
2021,2021-05-08,78,"follow you","imagine dragons",0,"english",275,0,0,0,201,1393166,1979,63
2021,2021-05-08,80,"free promo","moneybagg yo",0,"english",574,0,0,1,201,1393166,252,501
2021,2021-05-08,52,"go","moneybagg yo",0,"english",421,0,0,1,201,1393166,252,501
2021,2021-05-08,68,"gone","dierks bentley",0,"english",318,0,0,0,201,1393166,2416,47
2021,2021-05-08,53,"hard for the next","moneybagg yo",0,"english",574,0,0,0,201,1393166,252,501
2021,2021-05-08,89,"how they remember you","rascal flatts",0,"english",348,0,0,1,201,1393166,3295,27
2021,2021-05-08,54,"if pain was a person","moneybagg yo",0,"english",996,0,0,1,201,1393166,252,501
2021,2021-05-08,82,"just say det","moneybagg yo",0,"english",540,0,0,1,201,1393166,252,501
2021,2021-05-08,56,"just the way","parmalee",0,"english",511,0,0,0,201,1393166,2817,35
2021,2021-05-08,72,"lady","brett young",0,"english",268,0,0,0,201,1393166,2637,43
2021,2021-05-08,2,"leave the door open","ava max",NA,"english",476,0,0,0,201,1393166,252,501
2021,2021-05-08,93,"long live","florida georgia line",0,"english",269,0,0,0,201,1393166,2048,60
2021,2021-05-08,43,"made for you","jake owen",0,"english",242,0,0,0,201,1393166,3923,18
2021,2021-05-08,47,"no more parties","coi leray",0,"english",603,0,0,0,201,1393166,1187,100
2021,2021-05-08,69,"nobody","dylan scott",0,"english",297,0,0,0,201,1393166,2649,42
2021,2021-05-08,75,"one too many","keith urban",0,"english",387,0,0,0,201,1393166,1926,64
2021,2021-05-08,81,"pick up your feelings","jazmine sullivan",0,"english",510,0,0,0,201,1393166,1469,89
2021,2021-05-08,66,"pov","ariana grande",0,"english",357,0,0,0,201,1393166,3150,28
2021,2021-05-08,71,"quicksand","morray",0,"english",848,8,0.94,0,201,1393166,2264,51
2021,2021-05-08,58,"settling down","miranda lambert",0,"english",283,0,0,0,201,1393166,2118,58
2021,2021-05-08,65,"somebody like that","tenille arts",0,"english",295,0,0,0,201,1393166,2668,41
2021,2021-05-08,99,"way less sad","ajr",0,"english",379,0,0,0,201,1393166,2497,45
2021,2021-05-08,55,"what's your country song","thomas rhett",0,"english",274,0,0,0,201,1393166,252,501
2021,2021-05-08,59,"wockesha","moneybagg yo",0,"english",582,1,0.17,0,201,1393166,252,501
2021,2021-05-08,40,"you're mines still","yung bleu",0,"english",468,0,0,0,201,1393166,252,501
2021,2021-05-15,71,"almost maybes","jordan davis",0,"english",375,0,0,0,201,1432924,2286,48
2021,2021-05-15,84,"big paper","dj khaled",0,"english",522,0,0,1,201,1432924,282,501
2021,2021-05-15,87,"blame it on you","jason aldean",0,"english",393,0,0,0,201,1432924,2160,52
2021,2021-05-15,40,"breaking up was easy in the 90s","sam hunt",0,"english",405,0,0,0,201,1432924,3120,21
2021,2021-05-15,82,"down to one","luke bryan",0,"english",379,0,0,0,201,1432924,1981,57
2021,2021-05-15,93,"drankin n smokin","future",0,"english",582,2,0.34,0,201,1432924,332,403
2021,2021-05-15,66,"famous friends","chris young",0,"english",267,0,0,0,201,1432924,2287,47
2021,2021-05-15,75,"follow you","imagine dragons",0,"english",275,0,0,0,201,1432924,1901,60
2021,2021-05-15,80,"go","moneybagg yo",0,"english",421,0,0,0,201,1432924,282,501
2021,2021-05-15,63,"gone","dierks bentley",0,"english",318,0,0,0,201,1432924,2452,38
2021,2021-05-15,72,"hard for the next","moneybagg yo",0,"english",574,0,0,0,201,1432924,282,501
2021,2021-05-15,36,"hell of a view","eric church",0,"english",229,0,0,0,201,1432924,2905,22
2021,2021-05-15,92,"hellcats and trackhawks","lil durk",0,"english",530,0,0,0,201,1432924,282,501
2021,2021-05-15,96,"if pain was a person","moneybagg yo",0,"english",996,0,0,0,201,1432924,282,501
2021,2021-05-15,59,"just the way","parmalee",0,"english",511,0,0,0,201,1432924,2234,49
2021,2021-05-15,77,"lady","brett young",0,"english",268,0,0,0,201,1432924,2311,46
2021,2021-05-15,2,"leave the door open","ava max",NA,"english",476,0,0,0,201,1432924,282,501
2021,2021-05-15,51,"no more parties","coi leray",0,"english",603,0,0,0,201,1432924,1041,134
2021,2021-05-15,64,"nobody","dylan scott",0,"english",297,0,0,1,201,1432924,2543,34
2021,2021-05-15,70,"one too many","keith urban",0,"english",387,0,0,0,201,1432924,1814,64
2021,2021-05-15,81,"pick up your feelings","jazmine sullivan",0,"english",510,0,0,0,201,1432924,1544,86
2021,2021-05-15,55,"pov","ariana grande",0,"english",357,0,0,0,201,1432924,3799,12
2021,2021-05-15,65,"quicksand","morray",0,"english",848,8,0.94,1,201,1432924,2157,53
2021,2021-05-15,56,"settling down","miranda lambert",0,"english",283,0,0,0,201,1432924,2094,55
2021,2021-05-15,95,"single saturday night","cole swindell",0,"english",376,0,0,0,201,1432924,1822,63
2021,2021-05-15,78,"somebody like that","tenille arts",0,"english",295,0,0,0,201,1432924,1282,108
2021,2021-05-15,100,"thankful","dj khaled",0,"english",789,0,0,1,201,1432924,282,501
2021,2021-05-15,99,"way less sad","ajr",0,"english",379,0,0,1,201,1432924,2217,51
2021,2021-05-15,47,"what's your country song","thomas rhett",0,"english",274,0,0,0,201,1432924,282,501
2021,2021-05-15,57,"wockesha","moneybagg yo",0,"english",582,1,0.17,0,201,1432924,282,501
2021,2021-05-15,44,"you're mines still","yung bleu",0,"english",468,0,0,0,201,1432924,1847,61
2021,2021-05-22,74,"all i know so far","pink",0,"english",527,0,0,1,201,1412914,257,501
2021,2021-05-22,64,"almost maybes","jordan davis",0,"english",375,0,0,1,201,1412914,2534,40
2021,2021-05-22,71,"blame it on you","jason aldean",0,"english",393,0,0,1,201,1412914,2500,41
2021,2021-05-22,32,"breaking up was easy in the 90s","sam hunt",0,"english",405,0,0,1,201,1412914,3811,18
2021,2021-05-22,95,"country again","thomas rhett",0,"english",325,0,0,0,201,1412914,1682,73
2021,2021-05-22,77,"down to one","luke bryan",0,"english",379,0,0,0,201,1412914,2096,55
2021,2021-05-22,86,"drankin n smokin","future",0,"english",582,2,0.34,0,201,1412914,257,501
2021,2021-05-22,98,"drunk and i don't wanna go home","elle king",0,"english",428,0,0,0,201,1412914,257,501
2021,2021-05-22,61,"famous friends","chris young",0,"english",267,0,0,1,201,1412914,2845,34
2021,2021-05-22,68,"follow you","imagine dragons",0,"english",275,0,0,1,201,1412914,1881,62
2021,2021-05-22,100,"go","moneybagg yo",0,"english",421,0,0,0,201,1412914,257,501
2021,2021-05-22,59,"gone","dierks bentley",0,"english",318,0,0,1,201,1412914,2870,33
2021,2021-05-22,81,"hard for the next","moneybagg yo",0,"english",574,0,0,0,201,1412914,257,501
2021,2021-05-22,30,"hell of a view","eric church",0,"english",229,0,0,0,201,1412914,3466,26
2021,2021-05-22,93,"hellcats and trackhawks","lil durk",0,"english",530,0,0,0,201,1412914,257,501
2021,2021-05-22,8,"interlude","j. cole",0,"english",196,0,0,1,201,1412914,257,501
2021,2021-05-22,62,"just the way","parmalee",0,"english",511,0,0,0,201,1412914,2359,47
2021,2021-05-22,79,"lady","brett young",0,"english",268,0,0,0,201,1412914,2186,51
2021,2021-05-22,1,"leave the door open","ava max",NA,"english",476,0,0,0,201,1412914,257,501
2021,2021-05-22,35,"made for you","jake owen",0,"english",242,0,0,0,201,1412914,3764,19
2021,2021-05-22,96,"minimum wage","blake shelton",0,"english",445,0,0,1,201,1412914,2136,53
2021,2021-05-22,48,"no more parties","coi leray",0,"english",603,0,0,0,201,1412914,1263,99
2021,2021-05-22,55,"nobody","dylan scott",0,"english",297,0,0,0,201,1412914,2768,35
2021,2021-05-22,69,"one too many","keith urban",0,"english",387,0,0,1,201,1412914,1968,60
2021,2021-05-22,76,"pick up your feelings","jazmine sullivan",0,"english",510,0,0,0,201,1412914,1710,69
2021,2021-05-22,50,"pov","ariana grande",0,"english",357,0,0,1,201,1412914,4401,10
2021,2021-05-22,66,"quicksand","morray",0,"english",848,8,0.94,0,201,1412914,2448,44
2021,2021-05-22,49,"settling down","miranda lambert",0,"english",283,0,0,1,201,1412914,2416,45
2021,2021-05-22,80,"single saturday night","cole swindell",0,"english",376,0,0,1,201,1412914,2100,54
2021,2021-05-22,73,"street runner","rod wave",0,"english",495,0,0,0,201,1412914,257,501
2021,2021-05-22,63,"tombstone","rod wave",0,"english",388,0,0,0,201,1412914,951,117
2021,2021-05-22,85,"way less sad","ajr",0,"english",379,0,0,0,201,1412914,2495,43
2021,2021-05-22,46,"what's your country song","thomas rhett",0,"english",274,0,0,0,201,1412914,257,501
2021,2021-05-22,42,"wockesha","moneybagg yo",0,"english",582,1,0.17,1,201,1412914,257,501
2021,2021-05-22,44,"you're mines still","yung bleu",0,"english",468,0,0,0,201,1412914,3628,22
2021,2021-01-23,1,"drivers license","olivia rodrigo",0,"english",356,0,0,1,1,30433574,380,316
2021,2021-01-30,1,"drivers license","olivia rodrigo",0,"english",356,0,0,0,1,25860345,1324,94
2021,2021-02-06,1,"drivers license","olivia rodrigo",0,"english",356,0,0,0,1,18203457,2210,54
2021,2021-04-24,1,"rapstar","polo g",0,"english",541,0,0,1,1,16256724,253,501
2021,2021-04-17,2,"montero","lil nas x",0,"english",339,0,0,0,1,14538057,266,489
2021,2021-05-01,1,"rapstar","polo g",0,"english",541,0,0,0,1,14135559,382,293
2021,2021-03-20,1,"whats next","drake",0,"english",548,3,0.55,1,1,14124328,1252,96
2021,2021-02-13,1,"drivers license","olivia rodrigo",0,"english",356,0,0,0,1,13880496,2998,32
2021,2021-04-24,2,"montero","lil nas x",0,"english",339,0,0,0,2,13250956,395,301
2021,2021-04-03,1,"peaches","justin bieber",0,"english",491,0,0,1,1,13173274,964,122
2021,2021-03-20,2,"wants and needs","drake",0,"english",609,2,0.33,1,2,12804148,535,197
2021,2021-01-02,2,"rockin around the christmas tree","brenda lee",0,"english",119,0,0,1,1,12796698,552,203
2021,2021-01-02,61,"rockin around the christmas tree","brenda lee",0,"english",119,0,0,0,1,12796698,552,203
2021,2021-04-10,1,"montero","lil nas x",0,"english",339,0,0,1,1,12768475,259,501
2021,2021-05-08,4,"rapstar","polo g",0,"english",541,0,0,0,1,12305863,849,134
2021,2021-04-10,2,"peaches","justin bieber",0,"english",491,0,0,0,2,12269418,330,376
2021,2021-05-15,5,"kiss me more","doja cat",0,"english",495,0,0,1,1,11870742,1680,72
2021,2021-01-02,1,"all i want for christmas is you","mariah carey",0,"english",356,0,0,1,2,11853295,2077,56
2021,2021-04-17,3,"peaches","justin bieber",0,"english",491,0,0,0,2,11843594,262,501
2021,2021-01-02,3,"jingle bell rock","bobby helms",0,"english",185,0,0,1,3,11784614,302,396
2021,2021-02-20,1,"drivers license","olivia rodrigo",0,"english",356,0,0,0,1,11754368,3511,26
2021,2021-05-22,5,"kiss me more","doja cat",0,"english",495,0,0,0,1,11470788,3747,20
2021,2021-05-15,6,"rapstar","polo g",0,"english",541,0,0,0,2,11430518,367,356
2021,2021-05-08,6,"kiss me more","doja cat",0,"english",495,0,0,0,2,11112936,3111,29
2021,2021-01-02,5,"its the most wonderful time of the year","andy williams",0,"english",182,0,0,1,4,11067032,286,412
2021,2021-05-01,4,"montero","lil nas x",0,"english",339,0,0,0,2,10838771,525,215
2021,2021-02-27,3,"calling my phone","lil tjay",0,"english",647,0,0,1,1,10660899,250,501
2021,2021-04-24,4,"peaches","justin bieber",0,"english",491,0,0,0,3,10538561,253,501
2021,2021-01-02,9,"last christmas","wham",0,"english",382,0,0,1,5,10366103,859,134
2021,2021-05-22,7,"rapstar","polo g",0,"english",541,0,0,0,2,10236966,1684,72
2021,2021-01-02,17,"santa tell me","ariana grande",0,"english",434,0,0,1,6,10044856,321,371
2021,2021-05-08,7,"montero","lil nas x",0,"english",339,0,0,0,3,9994317,579,187
2021,2021-02-27,1,"drivers license","olivia rodrigo",0,"english",356,0,0,0,2,9726007,3737,23
2021,2021-05-01,3,"peaches","justin bieber",0,"english",491,0,0,0,3,9577020,252,501
2021,2021-05-01,8,"kiss me more","doja cat",0,"english",495,0,0,0,4,9460768,2459,45
2021,2021-03-06,1,"drivers license","olivia rodrigo",0,"english",356,0,0,0,1,9387295,4226,18
2021,2021-05-15,9,"montero","lil nas x",0,"english",339,0,0,0,3,9256554,477,265
2021,2021-04-24,7,"kiss me more","doja cat",0,"english",495,0,0,0,4,9214644,2051,59
2021,2021-05-15,10,"your power","billie eilish",0,"english",235,0,0,1,4,9162142,1445,94
2021,2021-01-02,23,"its beginning to look a lot like christmas","michael buble",0,"english",202,0,0,1,7,9072003,328,363
2021,2021-03-20,3,"lemon pepper freestyle","drake",0,"english",1158,2,0.17,1,3,9007393,237,501
2021,2021-03-06,8,"calling my phone","lil tjay",0,"english",647,0,0,0,2,8945811,418,264
2021,2021-01-30,10,"good days","sza",0,"english",431,0,0,0,2,8943952,453,255
2021,2021-02-06,9,"good days","sza",0,"english",431,0,0,1,2,8941860,651,182
2021,2021-05-22,11,"miss the rage","trippie redd",0,"english",596,10,1.68,1,4,8916981,257,501
2021,2021-04-17,8,"deja vu","olivia rodrigo",0,"english",297,18,6.06,1,3,8916140,957,124
2021,2021-05-08,3,"peaches","justin bieber",0,"english",491,0,0,0,4,8697957,252,501
2021,2021-05-01,11,"deja vu","olivia rodrigo",0,"english",297,18,6.06,0,5,8589981,2265,49
2021,2021-01-23,10,"good days","sza",0,"english",431,0,0,0,2,8509564,253,501
2021,2021-03-13,1,"drivers license","olivia rodrigo",0,"english",356,0,0,0,1,8464069,4606,11
2021,2021-04-24,15,"deja vu","olivia rodrigo",0,"english",297,18,6.06,0,5,8460050,1821,75
2021,2021-05-15,3,"peaches","justin bieber",0,"english",491,0,0,0,5,8250068,2403,43
2021,2021-02-13,11,"good days","sza",0,"english",431,0,0,0,2,8128775,963,125
2021,2021-05-22,10,"montero","lil nas x",0,"english",339,0,0,0,5,8104564,968,115
2021,2021-05-15,4,"levitating","dua lipa",0,"english",498,0,0,0,6,8095391,2709,26
2021,2021-01-02,12,"underneath the tree","kelly clarkson",0,"english",312,0,0,1,8,8085266,384,304
2021,2021-03-13,8,"calling my phone","lil tjay",0,"english",647,0,0,0,2,8074563,919,126
2021,2021-03-27,4,"whats next","drake",0,"english",548,3,0.55,0,1,7904871,1971,58
2021,2021-05-08,1,"save your tears","the weeknd",0,"english",267,0,0,1,5,7800018,7229,2
2021,2021-05-22,2,"levitating","dua lipa",0,"english",498,0,0,1,6,7762603,6011,5
2021,2021-03-20,5,"drivers license","olivia rodrigo",0,"english",356,0,0,0,5,7685399,4499,11
2021,2021-05-08,5,"levitating","dua lipa",0,"english",498,0,0,0,6,7675237,4960,11
2021,2021-04-03,43,"as i am","justin bieber",0,"english",329,0,0,1,2,7640939,246,501
2021,2021-02-20,4,"save your tears","the weeknd",0,"english",267,0,0,0,2,7611570,3888,20
2021,2021-05-01,5,"levitating","dua lipa",0,"english",498,0,0,0,6,7551790,4456,17
2021,2021-02-27,11,"love story","taylor swift",0,"english",378,0,0,1,3,7550597,250,501
2021,2021-01-02,4,"a holly jolly christmas","burl ives",0,"english",159,0,0,1,10,7517216,773,155
2021,2021-02-20,13,"good days","sza",0,"english",431,0,0,0,3,7462224,1049,113
2021,2021-05-22,3,"peaches","justin bieber",0,"english",491,0,0,0,7,7437440,257,501
2021,2021-05-08,12,"deja vu","olivia rodrigo",0,"english",297,18,6.06,0,7,7404750,2391,48
2021,2021-04-24,30,"mr. perfectly fine","taylor swift",0,"english",411,0,0,1,6,7348585,253,501
2021,2021-01-02,6,"feliz navidad","jose feliciano",0,"english",232,70,30.17,1,11,7250451,992,118
2021,2021-01-02,11,"the christmas song","nat king cole",0,"english",135,0,0,1,12,7169958,244,501
2021,2021-03-20,14,"calling my phone","lil tjay",0,"english",647,0,0,0,6,7154375,1286,94
2021,2021-04-10,4,"up","cardi b",0,"english",536,0,0,0,3,7143313,5548,10
2021,2021-03-20,40,"telepatia","kali uchis",0,"english",277,156,56.32,0,7,7085168,237,501
2021,2021-04-03,20,"hold on","justin bieber",0,"english",323,0,0,1,3,7080565,808,144
2021,2021-05-01,12,"solid","young thug",0,"english",692,0,0,1,7,7065777,252,501
2021,2021-04-17,4,"up","cardi b",0,"english",536,0,0,0,4,7055344,5486,11
2021,2021-03-27,10,"wants and needs","drake",0,"english",609,2,0.33,0,2,7024370,368,289
2021,2021-04-03,2,"up","cardi b",0,"english",536,0,0,0,4,6997937,5681,9
