"year","date","rank","song","artist","binary","language","total_words","non_e_words","percent","unique","position","streams","spins","radio_rank"
2020,2020-09-12,89,"after party","don toliver",0,"english",458,0,0,0,50,2839131,1383,84
2020,2020-09-12,90,"lets link","whoheem",0,"english",456,0,0,0,72,2405980,204,501
2020,2020-09-12,91,"stuck with u","ariana grande",0,"english",404,0,0,0,105,1984560,874,129
2020,2020-09-12,92,"the 1","taylor swift",0,"english",306,0,0,0,65,2563852,204,501
2020,2020-09-12,93,"lonely if you are","chase rice",0,"english",404,0,0,0,201,1460365,1510,77
2020,2020-09-12,94,"done","chris janson",0,"english",357,0,0,0,201,1460365,2079,46
2020,2020-09-12,95,"la jeepeta","nio garcia",1,"spanish",935,913,97.65,0,142,1665887,204,501
2020,2020-09-12,96,"3 headed goat","lil durk",0,"english",609,0,0,0,121,1826983,204,501
2020,2020-09-12,97,"all in","youngboy never broke again",0,"english",395,0,0,0,201,1460365,204,501
2020,2020-09-12,98,"got it on me","pop smoke",0,"english",443,0,0,0,46,2968987,204,501
2020,2020-09-12,99,"aint always the cowboy","jon pardi",0,"english",224,0,0,0,201,1460365,1195,97
2020,2020-09-12,100,"girl of my dreams","rod wave",0,"english",347,0,0,0,201,1460365,1484,78
2020,2020-09-19,1,"wap","cardi b",0,"english",604,0,0,0,1,15398897,2923,22
2020,2020-09-19,2,"dynamite","bts",0,"english",450,0,0,0,12,5194330,2062,44
2020,2020-09-19,3,"laugh now cry later","drake",0,"english",602,0,0,0,3,9934418,4005,13
2020,2020-09-19,4,"rockstar","dababy",0,"english",656,0,0,0,6,6587105,5308,8
2020,2020-09-19,5,"blinding lights","the weeknd",0,"english",259,0,0,0,14,5169706,7107,3
2020,2020-09-19,6,"mood","24kgoldn",0,"english",455,0,0,0,2,10323110,2768,25
2020,2020-09-19,7,"watermelon sugar","harry styles",0,"english",233,0,0,0,11,5239672,7614,2
2020,2020-09-19,8,"whats poppin","jack harlow",0,"english",529,2,0.38,0,69,2434047,1241,91
2020,2020-09-19,9,"savage love","jawsh 685",0,"english",335,0,0,0,19,4172950,6272,5
2020,2020-09-19,10,"popstar","dj khaled",0,"english",564,0,0,0,15,4860485,3908,14
2020,2020-09-19,11,"before you go","lewis capaldi",0,"english",323,0,0,0,51,2770167,6869,4
2020,2020-09-19,12,"i hope","gabby barrett",0,"english",471,0,0,0,116,1861135,5760,7
2020,2020-09-19,13,"roses","saint jhn",0,"english",346,0,0,0,25,3640872,296,333
2020,2020-09-19,14,"go crazy","chris brown",0,"english",563,0,0,0,22,3809976,5288,9
2020,2020-09-19,15,"for the night","pop smoke",0,"english",581,0,0,0,4,7522385,200,501
2020,2020-09-19,16,"circles","post malone",0,"english",314,0,0,0,36,3184413,4259,11
2020,2020-09-19,17,"break my heart","dua lipa",0,"english",505,0,0,0,113,1893057,5783,6
2020,2020-09-19,18,"adore you","harry styles",0,"english",303,0,0,0,61,2577350,5271,10
2020,2020-09-19,19,"come and go","juice wrld",0,"english",360,0,0,0,10,5603140,1546,66
2020,2020-09-19,20,"tap in","saweetie",0,"english",416,0,0,1,59,5104655,5798,24
2020,2020-09-19,21,"mood swings","pop smoke",0,"english",617,0,0,0,13,5171081,200,501
2020,2020-09-19,22,"one of them girls","lee brice",0,"english",367,0,0,0,114,1877160,1954,48
2020,2020-09-19,23,"lovin on you","luke combs",0,"english",222,0,0,1,201,1452242,3188,17
2020,2020-09-19,24,"be like that","kane brown",0,"english",440,0,0,0,32,3291104,2158,38
2020,2020-09-19,25,"dont start now","dua lipa",0,"english",278,0,0,0,119,1850194,3174,18
2020,2020-09-19,26,"got what i got","jason aldean",0,"english",261,0,0,0,201,1452242,2410,33
2020,2020-09-19,27,"the woo","pop smoke",0,"english",548,0,0,0,23,3700373,1337,85
2020,2020-09-19,28,"the bones","maren morris",0,"english",319,0,0,0,201,1452242,2093,40
2020,2020-09-19,29,"hit different","sza",0,"english",519,0,0,1,18,4371275,200,501
2020,2020-09-19,30,"if the world was ending","jp saxe",0,"english",464,0,0,0,102,2021804,4193,12
2020,2020-09-19,31,"die from a broken heart","maddie and tae",0,"english",292,0,0,0,121,1836666,1932,50
2020,2020-09-19,32,"savage","megan thee stallion",0,"english",410,0,0,0,78,2307302,256,382
2020,2020-09-19,33,"life is good","future",0,"english",785,0,0,0,72,2412097,1142,97
2020,2020-09-19,34,"midnight sky","miley cyrus",0,"english",404,0,0,0,28,3342349,2089,41
2020,2020-09-19,35,"rags2riches","rod wave",0,"english",289,0,0,0,97,2112530,230,424
2020,2020-09-19,36,"cool again","kane brown",0,"english",287,0,0,0,201,1452242,2750,26
2020,2020-09-19,37,"rain on me","lady gaga",0,"english",317,0,0,0,55,2702836,1744,56
2020,2020-09-19,38,"lemonade","internet money",0,"english",398,1,0.25,0,5,6743659,200,501
2020,2020-09-19,39,"death bed","powfu",0,"english",457,0,0,0,49,2875423,1448,76
2020,2020-09-19,40,"say so","doja cat",0,"english",460,0,0,0,131,1783019,2893,23
2020,2020-09-19,41,"blueberry faygo","lil mosey",0,"english",549,0,0,0,17,4427130,2079,43
2020,2020-09-19,42,"chasin you","morgan wallen",0,"english",325,0,0,0,98,2107139,1620,61
2020,2020-09-19,43,"wishing well","juice wrld",0,"english",419,0,0,0,8,5791822,316,309
2020,2020-09-19,44,"nobodys love","maroon 5",0,"english",442,0,0,0,201,1452242,3033,20
2020,2020-09-19,45,"girls in the hood","megan thee stallion",0,"english",590,1,0.17,0,58,2598702,2658,29
2020,2020-09-19,46,"heather","conan gray",0,"english",211,0,0,1,9,5760007,413,249
2020,2020-09-19,47,"we paid","lil baby",0,"english",807,0,0,0,45,2955583,565,189
2020,2020-09-19,48,"intentions","justin bieber",0,"english",470,0,0,0,108,1951826,2380,34
2020,2020-09-19,49,"ice cream","blackpink",0,"english",479,21,4.38,0,26,3498283,907,121
2020,2020-09-19,50,"like that","doja cat",0,"english",435,7,1.61,1,201,1452242,3640,16
2020,2020-09-19,51,"bang","ajr",0,"english",362,0,0,0,201,1452242,2173,35
2020,2020-09-19,52,"cardigan","taylor swift",0,"english",336,0,0,0,66,2466448,2419,32
2020,2020-09-19,53,"more than my hometown","morgan wallen",0,"english",422,0,0,0,86,2211907,1372,82
2020,2020-09-19,54,"i should probably go to bed","dan and shay",0,"english",279,0,0,0,190,1473733,2030,45
2020,2020-09-19,55,"hawai","maluma",1,"spanish",397,281,70.78,0,29,3333017,200,501
2020,2020-09-19,56,"one margarita","luke bryan",0,"english",311,3,0.96,0,184,1501481,1920,51
2020,2020-09-19,57,"one beer","hardy",0,"english",360,0,0,0,167,1576730,1510,68
2020,2020-09-19,58,"the bigger picture","lil baby",0,"english",1139,0,0,0,75,2326386,1401,78
2020,2020-09-19,59,"ily","surf mesa",0,"english",215,0,0,0,150,1663069,1891,52
2020,2020-09-19,60,"breaking me","topic",0,"english",309,0,0,0,53,2756630,1631,59
2020,2020-09-19,61,"party girl","staysolidrocky",0,"english",450,3,0.67,0,39,3139835,1321,86
2020,2020-09-19,62,"the voice","lil durk",0,"english",352,0,0,1,195,1461689,200,501
2020,2020-09-19,63,"do it","chloe and halle",0,"english",433,0,0,1,201,1452242,200,501
2020,2020-09-19,64,"relacion","sech",1,"spanish",397,394,99.24,1,201,1452242,200,501
2020,2020-09-19,65,"wolves","big sean",0,"english",567,0,0,1,20,3921586,200,501
2020,2020-09-19,66,"kings and queens","ava max",0,"english",312,0,0,0,155,1634606,1622,60
2020,2020-09-19,67,"greece","dj khaled",0,"english",461,17,3.69,0,24,3674453,200,501
2020,2020-09-19,68,"my exs best friend","machine gun kelly",0,"english",365,0,0,0,21,3837578,200,501
2020,2020-09-19,69,"lithuania","big sean",0,"english",523,2,0.38,1,31,3293320,200,501
2020,2020-09-19,70,"some girls","jameson rodgers",0,"english",346,0,0,0,201,1452242,200,501
2020,2020-09-19,71,"said sum","moneybagg yo",0,"english",652,0,0,0,170,1561390,656,170
2020,2020-09-19,72,"7 summers","morgan wallen",0,"english",333,0,0,0,27,3374019,452,227
2020,2020-09-19,73,"24","money man",0,"english",563,2,0.36,0,201,1452242,200,501
2020,2020-09-19,74,"smile","juice wrld",0,"english",402,0,0,0,16,4785825,200,501
2020,2020-09-19,75,"un dia one day","j balvin",0,"english",508,222,43.7,0,70,2421688,896,124
2020,2020-09-19,76,"caramelo","ozuna",1,"spanish",563,543,96.45,1,201,1452242,200,501
2020,2020-09-19,77,"happy anywhere","blake shelton",0,"english",241,0,0,0,201,1452242,1679,58
2020,2020-09-19,78,"over now","calvin harris",0,"english",293,0,0,0,68,2438612,1496,70
2020,2020-09-19,79,"pretty heart","parker mccollum",0,"english",271,0,0,0,201,1452242,1485,72
2020,2020-09-19,80,"i called mama","tim mcgraw",0,"english",310,0,0,0,201,1452242,2088,42
2020,2020-09-19,81,"martin and gina","polo g",0,"english",472,0,0,0,40,3087707,200,501
2020,2020-09-19,82,"deep reverence","big sean",0,"english",793,0,0,1,96,2114583,292,340
2020,2020-09-19,83,"starting over","chris stapleton",0,"english",257,0,0,0,201,1452242,485,216
2020,2020-09-19,84,"one night standards","ashley mcbryde",0,"english",286,0,0,0,201,1452242,1283,88
2020,2020-09-19,85,"you broke me first","tate mcrae",0,"english",328,0,0,0,30,3329945,200,501
2020,2020-09-19,86,"lets link","whoheem",0,"english",456,0,0,1,47,2938429,200,501
2020,2020-09-19,87,"kacey talk","youngboy never broke again",0,"english",470,0,0,0,174,1544351,200,501
2020,2020-09-19,88,"dollaz on my head","gunna",0,"english",704,0,0,0,37,3180899,688,164
2020,2020-09-19,89,"aint always the cowboy","jon pardi",0,"english",224,0,0,0,201,1452242,1267,89
2020,2020-09-19,90,"my future","billie eilish",0,"english",175,0,0,0,83,2229165,1113,101
2020,2020-09-19,91,"love you like i used to","russell dickerson",0,"english",301,0,0,0,201,1452242,1449,75
2020,2020-09-19,92,"lonely if you are","chase rice",0,"english",404,0,0,0,201,1452242,1511,67
2020,2020-09-19,93,"why we drink","justin moore",0,"english",304,0,0,0,201,1452242,1454,74
2020,2020-09-19,94,"after party","don toliver",0,"english",458,0,0,0,56,2698609,1350,84
2020,2020-09-19,95,"body language","big sean",0,"english",437,0,0,1,172,1556750,200,501
2020,2020-09-19,96,"everywhere but on","matt stell",0,"english",319,0,0,0,201,1452242,1680,57
2020,2020-09-19,97,"why would i stop","big sean",0,"english",452,0,0,1,109,1943607,200,501
2020,2020-09-19,98,"la jeepeta","nio garcia",1,"spanish",935,913,97.65,0,157,1599059,200,501
2020,2020-09-19,99,"need it","migos",0,"english",841,0,0,0,136,1765996,385,264
2020,2020-09-19,100,"stuck with u","ariana grande",0,"english",404,0,0,0,122,1835212,827,133
2020,2020-09-26,1,"wap","cardi b",0,"english",604,0,0,0,1,13483532,3459,17
2020,2020-09-26,2,"dynamite","bts",0,"english",450,0,0,0,12,4999112,2159,40
2020,2020-09-26,3,"laugh now cry later","drake",0,"english",602,0,0,0,3,8905084,4674,11
2020,2020-09-26,4,"rockstar","dababy",0,"english",656,0,0,0,6,6185442,5287,9
2020,2020-09-26,5,"blinding lights","the weeknd",0,"english",259,0,0,0,13,4886445,6952,5
2020,2020-09-26,6,"mood","24kgoldn",0,"english",455,0,0,0,2,10030413,1553,61
2020,2020-09-26,7,"watermelon sugar","harry styles",0,"english",233,0,0,0,14,4801434,7459,2
2020,2020-09-26,8,"savage love","jawsh 685",0,"english",335,0,0,0,19,4000501,6980,4
2020,2020-09-26,9,"before you go","lewis capaldi",0,"english",323,0,0,1,50,2797454,7231,3
2020,2020-09-26,10,"whats poppin","jack harlow",0,"english",529,2,0.38,0,76,2272957,1261,84
2020,2020-09-26,11,"i hope","gabby barrett",0,"english",471,0,0,0,118,1801401,5911,6
2020,2020-09-26,12,"popstar","dj khaled",0,"english",564,0,0,0,7,5789394,4453,12
2020,2020-09-26,13,"go crazy","chris brown",0,"english",563,0,0,0,20,3731718,5581,8
2020,2020-09-26,14,"roses","saint jhn",0,"english",346,0,0,0,23,3510091,292,355
2020,2020-09-26,15,"for the night","pop smoke",0,"english",581,0,0,0,5,7667531,200,501
2020,2020-09-26,16,"circles","post malone",0,"english",314,0,0,0,34,3094065,4428,13
2020,2020-09-26,17,"come and go","juice wrld",0,"english",360,0,0,0,9,5494883,1668,56
2020,2020-09-26,18,"adore you","harry styles",0,"english",303,0,0,0,66,2459900,4896,10
2020,2020-09-26,19,"one of them girls","lee brice",0,"english",367,0,0,0,153,1602974,3080,21
2020,2020-09-26,20,"break my heart","dua lipa",0,"english",505,0,0,0,120,1797335,5611,7
2020,2020-09-26,21,"got what i got","jason aldean",0,"english",261,0,0,0,190,1424323,1227,89
2020,2020-09-26,22,"lemonade","internet money",0,"english",398,1,0.25,0,4,7999509,200,501
2020,2020-09-26,23,"lovin on you","luke combs",0,"english",222,0,0,0,201,1395882,3345,18
2020,2020-09-26,24,"tap in","saweetie",0,"english",416,0,0,0,145,1660678,558,202
2020,2020-09-26,25,"be like that","kane brown",0,"english",440,0,0,0,25,3430964,2346,30
2020,2020-09-26,26,"mood swings","pop smoke",0,"english",617,0,0,0,15,4762468,200,501
2020,2020-09-26,27,"the woo","pop smoke",0,"english",548,0,0,0,26,3411452,1425,77
2020,2020-09-26,28,"dont start now","dua lipa",0,"english",278,0,0,0,132,1747784,3190,20
2020,2020-09-26,29,"the bones","maren morris",0,"english",319,0,0,0,201,1395882,2061,42
2020,2020-09-26,30,"if the world was ending","jp saxe",0,"english",464,0,0,0,101,2021346,4379,14
2020,2020-09-26,31,"cool again","kane brown",0,"english",287,0,0,0,201,1395882,3041,22
2020,2020-09-26,32,"rags2riches","rod wave",0,"english",289,0,0,0,108,1906309,300,346
2020,2020-09-26,33,"life is good","future",0,"english",785,0,0,0,70,2357226,1140,100
2020,2020-09-26,34,"midnight sky","miley cyrus",0,"english",404,0,0,0,29,3165979,2232,36
2020,2020-09-26,35,"my window","youngboy never broke again",0,"english",607,0,0,1,38,3032875,200,501
2020,2020-09-26,36,"ok not to be ok","marshmello",0,"english",270,0,0,1,48,2829485,1052,109
2020,2020-09-26,37,"rain on me","lady gaga",0,"english",317,0,0,0,63,2472140,1778,49
2020,2020-09-26,38,"die from a broken heart","maddie and tae",0,"english",292,0,0,0,122,1781458,2009,43
2020,2020-09-26,39,"more than my hometown","morgan wallen",0,"english",422,0,0,0,84,2196303,1690,54
2020,2020-09-26,40,"savage","megan thee stallion",0,"english",410,0,0,0,96,2071117,279,367
2020,2020-09-26,41,"bang","ajr",0,"english",362,0,0,0,187,1435421,2249,99
2020,2020-09-26,42,"wishing well","juice wrld",0,"english",419,0,0,0,10,5465068,328,311
2020,2020-09-26,43,"chasin you","morgan wallen",0,"english",325,0,0,0,103,1966895,1675,55
2020,2020-09-26,44,"drug addiction","youngboy never broke again",0,"english",413,0,0,1,141,1694471,200,501
2020,2020-09-26,45,"i should probably go to bed","dan and shay",0,"english",279,0,0,0,201,1395882,2271,35
2020,2020-09-26,46,"we paid","lil baby",0,"english",807,0,0,0,36,3055437,796,141
2020,2020-09-26,47,"blueberry faygo","lil mosey",0,"english",549,0,0,0,18,4194124,1932,47
2020,2020-09-26,48,"say so","doja cat",0,"english",460,0,0,0,150,1606625,2733,24
2020,2020-09-26,49,"ily","surf mesa",0,"english",215,0,0,0,162,1548385,2373,29
2020,2020-09-26,50,"kacey talk","youngboy never broke again",0,"english",470,0,0,1,80,2249995,200,501
2020,2020-09-26,51,"heather","conan gray",0,"english",211,0,0,0,11,5461335,562,200
2020,2020-09-26,52,"cardigan","taylor swift",0,"english",336,0,0,0,68,2378808,2467,27
2020,2020-09-26,53,"girls in the hood","megan thee stallion",0,"english",590,1,0.17,0,64,2463608,2277,34
2020,2020-09-26,54,"like that","doja cat",0,"english",435,7,1.61,0,201,1395882,3673,15
2020,2020-09-26,55,"breaking me","topic",0,"english",309,0,0,0,52,2755357,1739,53
2020,2020-09-26,56,"one beer","hardy",0,"english",360,0,0,0,197,1402247,1621,57
2020,2020-09-26,57,"kings and queens","ava max",0,"english",312,0,0,0,152,1603625,1934,46
2020,2020-09-26,58,"hawai","maluma",1,"spanish",397,281,70.78,0,31,3123425,200,501
2020,2020-09-26,59,"one margarita","luke bryan",0,"english",311,3,0.96,0,169,1525521,1979,44
2020,2020-09-26,60,"said sum","moneybagg yo",0,"english",652,0,0,0,164,1541314,701,166
2020,2020-09-26,61,"ice cream","blackpink",0,"english",479,21,4.38,0,40,3003201,1210,92
2020,2020-09-26,62,"some girls","jameson rodgers",0,"english",346,0,0,0,201,1395882,200,501
2020,2020-09-26,63,"nobodys love","maroon 5",0,"english",442,0,0,0,201,1395882,2335,31
2020,2020-09-26,64,"7 summers","morgan wallen",0,"english",333,0,0,0,21,3620160,527,213
2020,2020-09-26,65,"gone too soon","andrew jannakos",0,"english",313,0,0,1,201,1395882,200,501
2020,2020-09-26,66,"happy anywhere","blake shelton",0,"english",241,0,0,0,201,1395882,1907,48
2020,2020-09-26,67,"all in","youngboy never broke again",0,"english",395,0,0,1,109,1886064,200,501
2020,2020-09-26,68,"24","money man",0,"english",563,2,0.36,0,201,1395882,200,501
2020,2020-09-26,69,"you broke me first","tate mcrae",0,"english",328,0,0,0,16,4333186,200,501
2020,2020-09-26,70,"my exs best friend","machine gun kelly",0,"english",365,0,0,0,22,3557975,200,501
2020,2020-09-26,71,"the bigger picture","lil baby",0,"english",1139,0,0,0,79,2252429,1439,74
2020,2020-09-26,72,"dead trollz","youngboy never broke again",0,"english",802,0,0,1,201,1395882,200,501
2020,2020-09-26,73,"pretty heart","parker mccollum",0,"english",271,0,0,0,201,1395882,1604,60
2020,2020-09-26,74,"greece","dj khaled",0,"english",461,17,3.69,0,27,3251714,200,501
2020,2020-09-26,75,"relacion","sech",1,"spanish",397,394,99.24,0,201,1395882,200,501
2020,2020-09-26,76,"cross roads","youngboy never broke again",0,"english",483,0,0,1,201,1395882,200,501
2020,2020-09-26,77,"hit different","sza",0,"english",519,0,0,0,58,2554895,391,274
2020,2020-09-26,78,"i called mama","tim mcgraw",0,"english",310,0,0,0,201,1395882,2201,38
2020,2020-09-26,79,"smile","juice wrld",0,"english",402,0,0,0,17,4234632,200,501
2020,2020-09-26,80,"un dia one day","j balvin",0,"english",508,222,43.7,0,71,2354760,902,121
2020,2020-09-26,81,"the last backyard...","youngboy never broke again",0,"english",530,0,0,1,201,1395882,200,501
2020,2020-09-26,82,"over now","calvin harris",0,"english",293,0,0,0,97,2056804,1776,50
2020,2020-09-26,83,"what you know bout love","pop smoke",0,"english",464,0,0,0,74,2295327,200,501
2020,2020-09-26,84,"martin and gina","polo g",0,"english",472,0,0,0,30,3146198,200,501
2020,2020-09-26,85,"caramelo","ozuna",1,"spanish",563,543,96.45,0,201,1395882,200,501
2020,2020-09-26,86,"do it","chloe and halle",0,"english",433,0,0,0,201,1395882,200,501
2020,2020-09-26,87,"love you like i used to","russell dickerson",0,"english",301,0,0,0,201,1395882,1751,52
2020,2020-09-26,88,"right foot creep","youngboy never broke again",0,"english",575,0,0,1,201,1395882,200,501
2020,2020-09-26,89,"starting over","chris stapleton",0,"english",257,0,0,0,201,1395882,657,174
2020,2020-09-26,90,"one night standards","ashley mcbryde",0,"english",286,0,0,0,201,1395882,597,189
2020,2020-09-26,91,"lonely if you are","chase rice",0,"english",404,0,0,1,201,1395882,1764,51
2020,2020-09-26,92,"dollaz on my head","gunna",0,"english",704,0,0,0,41,2948622,667,171
2020,2020-09-26,93,"aint always the cowboy","jon pardi",0,"english",224,0,0,0,201,1395882,1421,78
2020,2020-09-26,94,"everywhere but on","matt stell",0,"english",319,0,0,0,201,1395882,1948,45
2020,2020-09-26,95,"you got it","vedo",0,"english",473,0,0,0,92,2093401,200,501
2020,2020-09-26,96,"lets link","whoheem",0,"english",456,0,0,0,55,2635471,200,501
2020,2020-09-26,97,"3 headed goat","lil durk",0,"english",609,0,0,0,121,1784500,200,501
2020,2020-09-26,98,"dirty stick","youngboy never broke again",0,"english",594,0,0,1,201,1395882,200,501
2020,2020-09-26,99,"la jeepeta","nio garcia",1,"spanish",904,898,99.34,0,171,1499258,200,501
2020,2020-09-26,100,"got it on me","pop smoke",0,"english",443,0,0,0,45,2850595,200,501
2020,2020-10-03,1,"dynamite","bts",0,"english",450,0,0,0,13,4809619,2225,37
2020,2020-10-03,2,"wap","cardi b",0,"english",604,0,0,0,1,11746665,3846,16
2020,2020-10-03,3,"holy","justin bieber",0,"english",509,0,0,1,3,9424690,2243,35
2020,2020-10-03,4,"laugh now cry later","drake",0,"english",602,0,0,0,5,8499539,5531,8
2020,2020-10-03,5,"mood","24kgoldn",0,"english",455,0,0,0,2,10161557,4477,12
2020,2020-10-03,6,"rockstar","dababy",0,"english",656,0,0,0,8,5848502,4819,10
2020,2020-10-03,7,"blinding lights","the weeknd",0,"english",259,0,0,0,14,4745353,6758,4
2020,2020-10-03,8,"watermelon sugar","harry styles",0,"english",233,0,0,0,15,4583908,7100,3
2020,2020-10-03,9,"savage love","jawsh 685",0,"english",335,0,0,0,20,3666621,6479,5
2020,2020-10-03,10,"i hope","gabby barrett",0,"english",471,0,0,0,113,1838920,268,382
2020,2020-10-03,11,"before you go","lewis capaldi",0,"english",323,0,0,0,50,2761789,7201,2
2020,2020-10-03,12,"whats poppin","jack harlow",0,"english",529,2,0.38,0,83,2178885,334,309
2020,2020-10-03,13,"go crazy","chris brown",0,"english",563,0,0,0,22,3552311,5585,7
2020,2020-10-03,14,"popstar","dj khaled",0,"english",564,0,0,0,7,5910127,3848,15
2020,2020-10-03,15,"for the night","pop smoke",0,"english",581,0,0,0,6,7529974,205,501
2020,2020-10-03,16,"lemonade","internet money",0,"english",398,1,0.25,0,4,8972580,451,236
2020,2020-10-03,17,"circles","post malone",0,"english",314,0,0,0,34,3039382,4357,13
2020,2020-10-03,18,"roses","saint jhn",0,"english",346,0,0,0,27,3306059,299,346
2020,2020-10-03,19,"come and go","juice wrld",0,"english",360,0,0,0,10,5264117,1668,57
2020,2020-10-03,20,"mood swings","pop smoke",0,"english",617,0,0,0,16,4475255,205,501
2020,2020-10-03,21,"got what i got","jason aldean",0,"english",261,0,0,0,201,1401875,2864,26
2020,2020-10-03,22,"one of them girls","lee brice",0,"english",367,0,0,0,142,1697467,3235,17
2020,2020-10-03,23,"adore you","harry styles",0,"english",303,0,0,0,64,2396132,4496,11
2020,2020-10-03,24,"said sum","moneybagg yo",0,"english",652,0,0,0,201,1401875,948,114
2020,2020-10-03,25,"break my heart","dua lipa",0,"english",505,0,0,0,144,1682413,5191,9
2020,2020-10-03,26,"lovin on you","luke combs",0,"english",222,0,0,0,201,1401875,3233,18
2020,2020-10-03,27,"be like that","kane brown",0,"english",440,0,0,0,30,3226889,2264,34
2020,2020-10-03,28,"tap in","saweetie",0,"english",416,0,0,0,71,2295737,1041,106
2020,2020-10-03,29,"cool again","kane brown",0,"english",287,0,0,1,201,1401875,3137,20
2020,2020-10-03,30,"the woo","pop smoke",0,"english",548,0,0,0,31,3212663,1559,63
2020,2020-10-03,31,"if the world was ending","jp saxe",0,"english",464,0,0,0,97,2000405,4166,14
2020,2020-10-03,32,"dont start now","dua lipa",0,"english",278,0,0,0,141,1700276,2903,25
2020,2020-10-03,33,"bang","ajr",0,"english",362,0,0,0,165,1531437,2241,36
2020,2020-10-03,34,"more than my hometown","morgan wallen",0,"english",422,0,0,0,90,2082898,1848,49
2020,2020-10-03,35,"rags2riches","rod wave",0,"english",289,0,0,0,140,1708471,461,225
2020,2020-10-03,36,"life is good","future",0,"english",785,0,0,0,69,2316630,1047,103
2020,2020-10-03,37,"ily","surf mesa",0,"english",215,0,0,0,168,1526973,2594,28
2020,2020-10-03,38,"kings and queens","ava max",0,"english",312,0,0,0,148,1666259,334,308
2020,2020-10-03,39,"midnight sky","miley cyrus",0,"english",404,0,0,0,42,2865250,2028,43
2020,2020-10-03,40,"chasin you","morgan wallen",0,"english",325,0,0,0,91,2074859,1609,60
2020,2020-10-03,41,"rain on me","lady gaga",0,"english",317,0,0,0,65,2377191,1753,54
2020,2020-10-03,42,"i should probably go to bed","dan and shay",0,"english",279,0,0,1,201,1401875,2280,32
2020,2020-10-03,43,"some girls","jameson rodgers",0,"english",346,0,0,0,201,1401875,205,501
2020,2020-10-03,44,"die from a broken heart","maddie and tae",0,"english",292,0,0,0,179,1479876,1807,50
2020,2020-10-03,45,"wishing well","juice wrld",0,"english",419,0,0,0,11,5157179,326,320
2020,2020-10-03,46,"we paid","lil baby",0,"english",807,0,0,0,48,2766781,1044,104
2020,2020-10-03,47,"say so","doja cat",0,"english",460,0,0,0,167,1527156,2526,29
2020,2020-10-03,48,"savage","megan thee stallion",0,"english",410,0,0,0,106,1918000,222,456
2020,2020-10-03,49,"cardigan","taylor swift",0,"english",336,0,0,0,75,2270328,2431,31
2020,2020-10-03,50,"blueberry faygo","lil mosey",0,"english",549,0,0,0,18,4056372,1632,59
2020,2020-10-03,51,"diamonds","sam smith",0,"english",513,0,0,0,32,3160019,1487,67
2020,2020-10-03,52,"one beer","hardy",0,"english",360,0,0,0,198,1408061,1794,51
2020,2020-10-03,53,"breaking me","topic",0,"english",309,0,0,1,60,2487141,1682,56
2020,2020-10-03,54,"heather","conan gray",0,"english",211,0,0,0,12,5105315,568,193
2020,2020-10-03,55,"hawai","maluma",1,"spanish",397,281,70.78,0,39,2935834,205,501
2020,2020-10-03,56,"what you know bout love","pop smoke",0,"english",464,0,0,0,26,3310653,205,501
2020,2020-10-03,57,"happy anywhere","blake shelton",0,"english",241,0,0,0,201,1401875,2035,42
2020,2020-10-03,58,"my exs best friend","machine gun kelly",0,"english",365,0,0,0,24,3409825,205,501
2020,2020-10-03,59,"7 summers","morgan wallen",0,"english",333,0,0,0,28,3287254,572,190
2020,2020-10-03,60,"24","money man",0,"english",563,2,0.36,0,201,1401875,205,501
2020,2020-10-03,61,"pretty heart","parker mccollum",0,"english",271,0,0,0,201,1401875,1639,58
2020,2020-10-03,62,"one too many","keith urban",0,"english",388,0,0,1,149,1663624,205,501
2020,2020-10-03,63,"you broke me first","tate mcrae",0,"english",328,0,0,0,17,4272078,264,386
2020,2020-10-03,64,"like that","doja cat",0,"english",435,7,1.61,0,201,1401875,2977,23
2020,2020-10-03,65,"greece","dj khaled",0,"english",461,17,3.69,0,38,2951470,205,501
2020,2020-10-03,66,"ice cream","blackpink",0,"english",479,21,4.38,0,63,2397415,1164,92
2020,2020-10-03,67,"i called mama","tim mcgraw",0,"english",310,0,0,0,201,1401875,2200,38
2020,2020-10-03,68,"girls in the hood","megan thee stallion",0,"english",590,1,0.17,0,73,2278687,1344,78
2020,2020-10-03,69,"the bigger picture","lil baby",0,"english",1139,0,0,0,89,2137848,1205,91
2020,2020-10-03,70,"without you","luke combs",0,"english",322,0,0,1,53,2597187,205,501
2020,2020-10-03,71,"un dia one day","j balvin",0,"english",508,222,43.7,0,68,2326339,880,121
2020,2020-10-03,72,"kacey talk","youngboy never broke again",0,"english",470,0,0,0,156,1611444,205,501
2020,2020-10-03,73,"starting over","chris stapleton",0,"english",257,0,0,0,201,1401875,719,157
2020,2020-10-03,74,"martin and gina","polo g",0,"english",472,0,0,0,23,3534740,205,501
2020,2020-10-03,75,"ok not to be ok","marshmello",0,"english",270,0,0,0,101,1960626,1278,84
2020,2020-10-03,76,"relacion","sech",1,"spanish",397,394,99.24,0,191,1423410,205,501
2020,2020-10-03,77,"love you like i used to","russell dickerson",0,"english",301,0,0,0,201,1401875,1875,48
2020,2020-10-03,78,"smile","juice wrld",0,"english",402,0,0,0,21,3571426,205,501
2020,2020-10-03,79,"aint always the cowboy","jon pardi",0,"english",224,0,0,0,201,1401875,1530,66
2020,2020-10-03,80,"dolly","lil tecca",0,"english",703,4,0.57,1,47,2778346,205,501
